year_month,district,okrug,secondary_price_per_sqm,newbuild_price_per_sqm,rental_price_per_sqm_monthly,n_listings_secondary,n_listings_newbuild,n_listings_rental,cbr_key_rate_pct,avg_mortgage_rate_pct
2021-03,Moskovsky,NAO,182200,201900,759,187,63,47,4.25,6.75
2021-04,Moskovsky,NAO,184900,207100,770,55,10,12,8.5,11.0
2021-05,Moskovsky,NAO,185300,202000,772,50,17,32,8.5,11.0
2021-06,Moskovsky,NAO,181700,202900,757,51,47,24,8.5,11.0
2021-07,Moskovsky,NAO,194400,209900,810,86,17,47,8.5,11.0
2021-08,Moskovsky,NAO,191000,208000,796,153,25,79,8.5,11.0
2021-09,Moskovsky,NAO,193600,213500,807,142,48,81,8.5,11.0
2021-10,Moskovsky,NAO,192100,206600,801,80,49,91,8.5,11.0
2021-11,Moskovsky,NAO,194600,218800,811,34,47,111,8.5,11.0
2021-12,Moskovsky,NAO,201100,227900,838,193,40,97,8.5,11.0
2022-01,Moskovsky,NAO,206600,231900,861,35,16,78,20.0,22.5
2022-02,Moskovsky,NAO,192900,210500,804,45,13,44,20.0,22.5
2022-03,Moskovsky,NAO,192600,208100,803,170,47,95,20.0,22.5
2022-04,Moskovsky,NAO,196800,217000,820,143,34,74,9.5,12.0
2022-05,Moskovsky,NAO,204800,228500,853,172,56,28,9.5,12.0
2022-06,Moskovsky,NAO,190400,212600,794,21,35,34,9.5,12.0
2022-07,Moskovsky,NAO,200700,208000,836,90,27,10,9.5,12.0
2022-08,Moskovsky,NAO,207100,231100,863,123,8,90,9.5,12.0
2022-09,Moskovsky,NAO,196100,218100,817,81,64,44,9.5,12.0
2022-10,Moskovsky,NAO,197800,219700,824,34,43,106,7.5,10.0
2022-11,Moskovsky,NAO,203300,217600,847,181,75,118,7.5,10.0
2022-12,Moskovsky,NAO,207000,232000,862,114,79,32,7.5,10.0
2023-01,Moskovsky,NAO,216000,232000,900,173,29,73,7.5,10.0
2023-02,Moskovsky,NAO,215400,238100,898,139,67,84,7.5,10.0
2023-03,Moskovsky,NAO,217700,237100,907,188,70,55,7.5,10.0
2023-04,Moskovsky,NAO,218000,235700,908,100,16,40,7.5,10.0
2023-05,Moskovsky,NAO,210300,226900,876,76,11,84,7.5,10.0
2023-06,Moskovsky,NAO,212700,250900,886,134,66,21,7.5,10.0
2023-07,Moskovsky,NAO,212300,244600,884,106,71,100,13.0,15.5
2023-08,Moskovsky,NAO,219800,229900,916,42,50,12,13.0,15.5
2023-09,Moskovsky,NAO,221700,248700,924,170,22,109,13.0,15.5
2023-10,Moskovsky,NAO,218800,238400,912,85,68,50,13.0,15.5
2023-11,Moskovsky,NAO,215700,234800,899,59,46,69,13.0,15.5
2023-12,Moskovsky,NAO,221800,244500,924,161,29,113,13.0,15.5
2024-01,Moskovsky,NAO,223700,247100,932,194,13,46,16.0,18.5
2024-02,Moskovsky,NAO,228300,240500,951,113,58,34,16.0,18.5
2024-03,Moskovsky,NAO,225600,262700,940,197,13,39,16.0,18.5
2024-04,Moskovsky,NAO,230700,245900,961,37,37,13,16.0,18.5
2024-05,Moskovsky,NAO,237400,257900,989,175,77,47,16.0,18.5
2024-06,Moskovsky,NAO,227000,239400,946,132,29,111,16.0,18.5
2024-07,Moskovsky,NAO,230200,256500,959,32,60,58,16.0,18.5
2024-08,Moskovsky,NAO,229800,258600,957,180,63,89,16.0,18.5
2024-09,Moskovsky,NAO,224600,264600,936,75,19,67,16.0,18.5
2024-10,Moskovsky,NAO,221400,239400,922,145,29,19,21.0,23.5
2024-11,Moskovsky,NAO,233500,270200,973,31,69,98,21.0,23.5
2024-12,Moskovsky,NAO,220300,233100,918,87,18,111,21.0,23.5
2025-01,Moskovsky,NAO,217400,238900,906,66,10,59,21.0,23.5
2025-02,Moskovsky,NAO,219000,244800,912,69,50,116,21.0,23.5
2025-03,Moskovsky,NAO,224900,248300,937,68,63,31,21.0,23.5
2025-04,Moskovsky,NAO,225200,252400,938,122,61,90,21.0,23.5
2025-05,Moskovsky,NAO,231300,246900,964,32,77,10,21.0,23.5
2025-06,Moskovsky,NAO,219700,247100,915,116,6,107,21.0,23.5
2025-07,Moskovsky,NAO,226000,249100,942,171,36,105,17.0,19.5
2025-08,Moskovsky,NAO,222400,234500,927,44,58,54,17.0,19.5
2025-09,Moskovsky,NAO,225700,252700,940,22,64,35,17.0,19.5
2025-10,Moskovsky,NAO,231400,252400,964,38,59,21,17.0,19.5
2025-11,Moskovsky,NAO,225400,252600,939,152,7,95,17.0,19.5
2025-12,Moskovsky,NAO,234100,265100,975,21,58,118,17.0,19.5
2026-01,Moskovsky,NAO,224900,255900,937,96,10,81,17.0,19.5
2026-02,Moskovsky,NAO,220900,237800,920,179,68,41,17.0,19.5
2026-03,Moskovsky,NAO,232300,251600,968,167,6,115,17.0,19.5
2026-04,Moskovsky,NAO,225300,237300,939,21,57,50,17.0,19.5
2020-01,Mosrentgen,NAO,152000,172900,633,45,62,15,6.0,8.5
2020-02,Mosrentgen,NAO,153500,167000,639,87,18,25,6.0,8.5
2020-03,Mosrentgen,NAO,146300,156600,610,199,5,108,6.0,8.5
2020-04,Mosrentgen,NAO,154200,172300,642,43,18,31,4.25,6.75
2020-05,Mosrentgen,NAO,155000,172700,646,170,68,33,4.25,6.75
2020-06,Mosrentgen,NAO,152600,172800,636,115,46,116,4.25,6.75
2020-07,Mosrentgen,NAO,160800,171300,670,56,72,44,4.25,6.75
2020-08,Mosrentgen,NAO,163500,184000,681,143,6,20,4.25,6.75
2020-09,Mosrentgen,NAO,164500,178400,685,147,51,56,4.25,6.75
2020-10,Mosrentgen,NAO,173100,189100,721,70,55,45,4.25,6.75
2020-11,Mosrentgen,NAO,166300,183100,693,140,42,47,4.25,6.75
2020-12,Mosrentgen,NAO,172800,190000,720,119,60,39,4.25,6.75
2021-01,Mosrentgen,NAO,167900,187700,700,173,75,85,4.25,6.75
2021-02,Mosrentgen,NAO,184700,198800,769,93,35,32,4.25,6.75
2021-03,Mosrentgen,NAO,176700,187300,736,188,17,102,4.25,6.75
2021-04,Mosrentgen,NAO,176500,190500,735,153,70,23,8.5,11.0
2021-05,Mosrentgen,NAO,184600,204900,769,175,40,83,8.5,11.0
2021-06,Mosrentgen,NAO,186100,201800,776,171,61,67,8.5,11.0
2021-07,Mosrentgen,NAO,186900,211400,779,45,53,109,8.5,11.0
2021-08,Mosrentgen,NAO,190900,219300,796,163,45,25,8.5,11.0
2021-09,Mosrentgen,NAO,189100,209800,788,98,23,63,8.5,11.0
2021-10,Mosrentgen,NAO,191900,206900,799,40,52,74,8.5,11.0
2021-11,Mosrentgen,NAO,193300,197200,805,93,63,46,8.5,11.0
2021-12,Mosrentgen,NAO,194500,209600,810,45,62,117,8.5,11.0
2022-01,Mosrentgen,NAO,215800,227700,899,87,67,38,20.0,22.5
2022-02,Mosrentgen,NAO,209700,237300,874,191,42,56,20.0,22.5
2022-03,Mosrentgen,NAO,190800,211900,795,68,74,17,20.0,22.5
2022-04,Mosrentgen,NAO,199900,211600,833,196,37,57,9.5,12.0
2022-05,Mosrentgen,NAO,199700,214400,832,96,68,54,9.5,12.0
2022-06,Mosrentgen,NAO,195300,216300,814,57,18,45,9.5,12.0
2022-07,Mosrentgen,NAO,199200,227400,830,61,39,114,9.5,12.0
2022-08,Mosrentgen,NAO,203500,227800,848,150,79,74,9.5,12.0
2022-09,Mosrentgen,NAO,206200,227400,859,121,12,77,9.5,12.0
2022-10,Mosrentgen,NAO,203200,222600,847,68,60,61,7.5,10.0
2022-11,Mosrentgen,NAO,210200,230600,876,199,70,48,7.5,10.0
2022-12,Mosrentgen,NAO,215000,235600,896,140,9,11,7.5,10.0
2023-01,Mosrentgen,NAO,209300,228400,872,188,39,101,7.5,10.0
2023-02,Mosrentgen,NAO,207600,218400,865,127,57,105,7.5,10.0
2023-03,Mosrentgen,NAO,212500,226600,885,119,16,69,7.5,10.0
2023-04,Mosrentgen,NAO,218400,256300,910,101,55,25,7.5,10.0
2023-05,Mosrentgen,NAO,207300,225300,864,128,72,44,7.5,10.0
2023-06,Mosrentgen,NAO,227900,244000,950,76,71,86,7.5,10.0
2023-07,Mosrentgen,NAO,226700,250600,945,105,59,27,13.0,15.5
2023-08,Mosrentgen,NAO,213000,232600,887,188,67,34,13.0,15.5
2023-09,Mosrentgen,NAO,212800,240500,887,94,37,111,13.0,15.5
2023-10,Mosrentgen,NAO,217900,253100,908,140,26,47,13.0,15.5
2023-11,Mosrentgen,NAO,224300,246000,935,100,75,104,13.0,15.5
2023-12,Mosrentgen,NAO,223600,244500,932,187,11,70,13.0,15.5
2024-01,Mosrentgen,NAO,225600,244500,940,70,60,112,16.0,18.5
2024-02,Mosrentgen,NAO,222900,246900,929,140,78,41,16.0,18.5
2024-03,Mosrentgen,NAO,231000,253600,963,149,73,103,16.0,18.5
2024-04,Mosrentgen,NAO,217200,232600,905,151,21,101,16.0,18.5
2024-05,Mosrentgen,NAO,242200,265500,1009,106,42,87,16.0,18.5
2024-06,Mosrentgen,NAO,231400,245400,964,34,7,10,16.0,18.5
2024-07,Mosrentgen,NAO,220300,246500,918,70,50,74,16.0,18.5
2024-08,Mosrentgen,NAO,226700,256400,944,100,47,98,16.0,18.5
2024-09,Mosrentgen,NAO,232700,261700,970,177,44,80,16.0,18.5
2024-10,Mosrentgen,NAO,229900,250300,958,128,52,84,21.0,23.5
2024-11,Mosrentgen,NAO,225700,241400,940,189,79,76,21.0,23.5
2024-12,Mosrentgen,NAO,214600,233800,894,157,54,78,21.0,23.5
2025-01,Mosrentgen,NAO,219400,243200,914,138,48,95,21.0,23.5
2025-02,Mosrentgen,NAO,226900,236000,945,119,43,93,21.0,23.5
2025-03,Mosrentgen,NAO,223900,248200,933,192,17,26,21.0,23.5
2025-04,Mosrentgen,NAO,210300,232200,876,114,59,16,21.0,23.5
2025-05,Mosrentgen,NAO,221400,245200,922,175,40,77,21.0,23.5
2025-06,Mosrentgen,NAO,225100,241700,938,198,69,71,21.0,23.5
2025-07,Mosrentgen,NAO,223200,239400,930,80,20,111,17.0,19.5
2025-08,Mosrentgen,NAO,225300,248100,939,97,12,86,17.0,19.5
2025-09,Mosrentgen,NAO,222600,245400,927,172,5,107,17.0,19.5
2025-10,Mosrentgen,NAO,220000,230500,917,93,65,17,17.0,19.5
2025-11,Mosrentgen,NAO,223800,246800,932,85,56,50,17.0,19.5
2025-12,Mosrentgen,NAO,227500,247200,948,189,65,64,17.0,19.5
2026-01,Mosrentgen,NAO,227800,247000,949,114,61,55,17.0,19.5
2026-02,Mosrentgen,NAO,228800,258400,953,160,22,16,17.0,19.5
2026-03,Mosrentgen,NAO,215400,230200,897,25,77,43,17.0,19.5
2026-04,Mosrentgen,NAO,234300,254700,976,89,24,75,17.0,19.5
2020-01,Ryazanovskoye,NAO,117100,127200,488,48,15,13,6.0,8.5
2020-02,Ryazanovskoye,NAO,115200,128500,480,28,53,61,6.0,8.5
2020-03,Ryazanovskoye,NAO,121700,134600,507,162,45,37,6.0,8.5
2020-04,Ryazanovskoye,NAO,122300,138700,509,164,27,46,4.25,6.75
2020-05,Ryazanovskoye,NAO,125100,130400,521,189,32,76,4.25,6.75
2020-06,Ryazanovskoye,NAO,126100,139000,525,164,49,43,4.25,6.75
2020-07,Ryazanovskoye,NAO,120600,133100,503,160,73,54,4.25,6.75
2020-08,Ryazanovskoye,NAO,127900,133700,533,58,42,49,4.25,6.75
2020-09,Ryazanovskoye,NAO,123900,142300,516,75,69,47,4.25,6.75
2020-10,Ryazanovskoye,NAO,135100,145500,563,68,55,55,4.25,6.75
2020-11,Ryazanovskoye,NAO,133900,149100,558,148,12,117,4.25,6.75
2020-12,Ryazanovskoye,NAO,127200,145400,530,83,32,20,4.25,6.75
2021-01,Ryazanovskoye,NAO,135600,150000,565,194,27,44,4.25,6.75
2021-02,Ryazanovskoye,NAO,140000,159100,583,95,62,81,4.25,6.75
2021-03,Ryazanovskoye,NAO,139100,154600,579,96,22,47,4.25,6.75
2021-04,Ryazanovskoye,NAO,144000,164700,600,147,9,85,8.5,11.0
2021-05,Ryazanovskoye,NAO,140200,156300,584,120,56,20,8.5,11.0
2021-06,Ryazanovskoye,NAO,150600,166900,627,32,48,71,8.5,11.0
2021-07,Ryazanovskoye,NAO,151400,163100,631,196,46,13,8.5,11.0
2021-08,Ryazanovskoye,NAO,146200,163200,609,118,70,93,8.5,11.0
2021-09,Ryazanovskoye,NAO,154600,166400,644,178,45,39,8.5,11.0
2021-10,Ryazanovskoye,NAO,145800,156500,607,190,43,45,8.5,11.0
2021-11,Ryazanovskoye,NAO,155400,171800,648,109,68,54,8.5,11.0
2021-12,Ryazanovskoye,NAO,158000,171400,658,51,38,89,8.5,11.0
2022-01,Ryazanovskoye,NAO,165600,182800,690,182,72,112,20.0,22.5
2022-02,Ryazanovskoye,NAO,160900,177400,670,61,71,85,20.0,22.5
2022-03,Ryazanovskoye,NAO,154800,173800,645,147,71,78,20.0,22.5
2022-04,Ryazanovskoye,NAO,148600,167300,619,163,6,80,9.5,12.0
2022-05,Ryazanovskoye,NAO,153600,164300,640,114,34,55,9.5,12.0
2022-06,Ryazanovskoye,NAO,152300,176900,634,173,20,32,9.5,12.0
2022-07,Ryazanovskoye,NAO,159400,173400,664,139,74,58,9.5,12.0
2022-08,Ryazanovskoye,NAO,156700,176600,653,28,32,41,9.5,12.0
2022-09,Ryazanovskoye,NAO,157200,171700,655,84,46,23,9.5,12.0
2022-10,Ryazanovskoye,NAO,160700,178500,669,157,51,31,7.5,10.0
2022-11,Ryazanovskoye,NAO,159600,177300,665,107,34,65,7.5,10.0
2022-12,Ryazanovskoye,NAO,161100,174300,671,173,63,46,7.5,10.0
2023-01,Ryazanovskoye,NAO,169100,186300,705,31,18,94,7.5,10.0
2023-02,Ryazanovskoye,NAO,164700,174800,686,191,12,27,7.5,10.0
2023-03,Ryazanovskoye,NAO,174000,189200,725,78,58,32,7.5,10.0
2023-04,Ryazanovskoye,NAO,175400,192500,731,90,38,67,7.5,10.0
2023-05,Ryazanovskoye,NAO,172000,180700,717,155,27,68,7.5,10.0
2023-06,Ryazanovskoye,NAO,172600,192300,719,145,38,54,7.5,10.0
2023-07,Ryazanovskoye,NAO,170900,191400,712,181,37,44,13.0,15.5
2023-08,Ryazanovskoye,NAO,182400,192400,760,91,57,48,13.0,15.5
2023-09,Ryazanovskoye,NAO,179200,196600,747,195,20,52,13.0,15.5
2023-10,Ryazanovskoye,NAO,170800,195100,712,112,47,25,13.0,15.5
2023-11,Ryazanovskoye,NAO,178900,199500,745,90,26,33,13.0,15.5
2023-12,Ryazanovskoye,NAO,175400,198100,731,196,55,101,13.0,15.5
2024-01,Ryazanovskoye,NAO,172200,191700,717,169,18,108,16.0,18.5
2024-02,Ryazanovskoye,NAO,178200,196000,743,141,63,51,16.0,18.5
2024-03,Ryazanovskoye,NAO,177000,186600,737,114,31,119,16.0,18.5
2024-04,Ryazanovskoye,NAO,183100,198800,763,26,79,54,16.0,18.5
2024-05,Ryazanovskoye,NAO,184700,206200,770,76,41,51,16.0,18.5
2024-06,Ryazanovskoye,NAO,179800,194900,749,108,11,70,16.0,18.5
2024-07,Ryazanovskoye,NAO,186600,201500,777,173,29,38,16.0,18.5
2024-08,Ryazanovskoye,NAO,177900,191200,741,28,8,65,16.0,18.5
2024-09,Ryazanovskoye,NAO,182600,199600,761,88,54,18,16.0,18.5
2024-10,Ryazanovskoye,NAO,180300,194000,751,141,8,61,21.0,23.5
2024-11,Ryazanovskoye,NAO,173300,198600,722,31,56,80,21.0,23.5
2024-12,Ryazanovskoye,NAO,174800,185400,728,72,14,42,21.0,23.5
2025-01,Ryazanovskoye,NAO,168600,183000,703,60,56,61,21.0,23.5
2025-02,Ryazanovskoye,NAO,167100,180100,696,30,8,42,21.0,23.5
2025-03,Ryazanovskoye,NAO,172000,188300,717,65,43,50,21.0,23.5
2025-04,Ryazanovskoye,NAO,179900,197600,749,70,31,56,21.0,23.5
2025-05,Ryazanovskoye,NAO,178500,198400,744,50,30,15,21.0,23.5
2025-06,Ryazanovskoye,NAO,182900,206700,762,115,34,85,21.0,23.5
2025-07,Ryazanovskoye,NAO,176000,201300,734,68,50,34,17.0,19.5
2025-08,Ryazanovskoye,NAO,173800,187000,724,60,51,69,17.0,19.5
2025-09,Ryazanovskoye,NAO,175300,186800,730,89,62,49,17.0,19.5
2025-10,Ryazanovskoye,NAO,176800,203100,737,175,25,104,17.0,19.5
2025-11,Ryazanovskoye,NAO,176400,201900,735,129,29,38,17.0,19.5
2025-12,Ryazanovskoye,NAO,173000,184200,721,163,9,46,17.0,19.5
2026-01,Ryazanovskoye,NAO,183300,190200,764,25,68,32,17.0,19.5
2026-02,Ryazanovskoye,NAO,182900,204100,762,159,45,35,17.0,19.5
2026-03,Ryazanovskoye,NAO,177900,193100,741,42,68,114,17.0,19.5
2026-04,Ryazanovskoye,NAO,179800,200300,749,47,73,64,17.0,19.5
2020-01,Sosenskoye,NAO,145100,156900,605,27,77,91,6.0,8.5
2020-02,Sosenskoye,NAO,151400,166600,631,164,76,20,6.0,8.5
2020-03,Sosenskoye,NAO,153900,170000,641,175,32,101,6.0,8.5
2020-04,Sosenskoye,NAO,155100,176700,646,63,39,66,4.25,6.75
2020-05,Sosenskoye,NAO,156600,174900,652,60,71,49,4.25,6.75
2020-06,Sosenskoye,NAO,159400,168900,664,146,58,91,4.25,6.75
2020-07,Sosenskoye,NAO,165600,177500,690,24,67,63,4.25,6.75
2020-08,Sosenskoye,NAO,160900,179300,670,180,21,58,4.25,6.75
2020-09,Sosenskoye,NAO,163800,173400,683,141,39,101,4.25,6.75
2020-10,Sosenskoye,NAO,163700,175100,682,56,29,95,4.25,6.75
2020-11,Sosenskoye,NAO,156800,168300,653,192,63,36,4.25,6.75
2020-12,Sosenskoye,NAO,177400,211900,739,77,70,35,4.25,6.75
2021-01,Sosenskoye,NAO,170800,186100,712,110,22,102,4.25,6.75
2021-02,Sosenskoye,NAO,175000,199000,729,78,10,34,4.25,6.75
2021-03,Sosenskoye,NAO,179300,200700,747,68,24,13,4.25,6.75
2021-04,Sosenskoye,NAO,175100,191200,730,100,66,62,8.5,11.0
2021-05,Sosenskoye,NAO,176300,195700,735,25,44,52,8.5,11.0
2021-06,Sosenskoye,NAO,186500,204600,777,34,24,79,8.5,11.0
2021-07,Sosenskoye,NAO,196100,218300,817,141,64,43,8.5,11.0
2021-08,Sosenskoye,NAO,193400,220300,806,113,38,117,8.5,11.0
2021-09,Sosenskoye,NAO,182800,199000,762,54,50,86,8.5,11.0
2021-10,Sosenskoye,NAO,196100,201300,817,73,72,70,8.5,11.0
2021-11,Sosenskoye,NAO,195700,211600,815,136,5,78,8.5,11.0
2021-12,Sosenskoye,NAO,200200,215000,834,180,52,78,8.5,11.0
2022-01,Sosenskoye,NAO,204500,223400,852,182,57,61,20.0,22.5
2022-02,Sosenskoye,NAO,205200,234400,855,148,13,47,20.0,22.5
2022-03,Sosenskoye,NAO,199000,224000,829,142,63,104,20.0,22.5
2022-04,Sosenskoye,NAO,191700,206200,799,176,51,12,9.5,12.0
2022-05,Sosenskoye,NAO,192400,216800,802,153,35,107,9.5,12.0
2022-06,Sosenskoye,NAO,202400,231800,843,70,78,92,9.5,12.0
2022-07,Sosenskoye,NAO,186900,201600,779,120,27,116,9.5,12.0
2022-08,Sosenskoye,NAO,199200,215500,830,73,79,118,9.5,12.0
2022-09,Sosenskoye,NAO,201800,221600,841,55,31,88,9.5,12.0
2022-10,Sosenskoye,NAO,217700,241700,907,157,31,38,7.5,10.0
2022-11,Sosenskoye,NAO,203500,218900,848,182,58,78,7.5,10.0
2022-12,Sosenskoye,NAO,217200,239300,905,23,52,104,7.5,10.0
2023-01,Sosenskoye,NAO,207500,215600,865,85,68,72,7.5,10.0
2023-02,Sosenskoye,NAO,216500,232400,902,162,35,72,7.5,10.0
2023-03,Sosenskoye,NAO,217300,249100,905,26,30,11,7.5,10.0
2023-04,Sosenskoye,NAO,214800,238500,895,181,32,106,7.5,10.0
2023-05,Sosenskoye,NAO,219800,247700,916,170,12,93,7.5,10.0
2023-06,Sosenskoye,NAO,216700,244200,903,90,66,77,7.5,10.0
2023-07,Sosenskoye,NAO,223500,236200,931,162,59,91,13.0,15.5
2023-08,Sosenskoye,NAO,227000,249600,946,117,25,86,13.0,15.5
2023-09,Sosenskoye,NAO,220200,245100,917,172,35,81,13.0,15.5
2023-10,Sosenskoye,NAO,218000,229000,908,45,21,64,13.0,15.5
2023-11,Sosenskoye,NAO,225600,259000,940,117,21,41,13.0,15.5
2023-12,Sosenskoye,NAO,227700,251100,949,102,38,77,13.0,15.5
2024-01,Sosenskoye,NAO,230000,266800,958,91,54,109,16.0,18.5
2024-02,Sosenskoye,NAO,224000,240300,933,162,62,73,16.0,18.5
2024-03,Sosenskoye,NAO,221100,241300,921,127,70,78,16.0,18.5
2024-04,Sosenskoye,NAO,231200,262900,963,77,51,90,16.0,18.5
2024-05,Sosenskoye,NAO,236200,255400,984,109,55,118,16.0,18.5
2024-06,Sosenskoye,NAO,222900,253100,929,161,11,44,16.0,18.5
2024-07,Sosenskoye,NAO,231800,260300,966,132,79,63,16.0,18.5
2024-08,Sosenskoye,NAO,233900,250300,975,57,22,66,16.0,18.5
2024-09,Sosenskoye,NAO,226500,255600,944,29,67,101,16.0,18.5
2024-10,Sosenskoye,NAO,230600,252600,961,61,77,117,21.0,23.5
2024-11,Sosenskoye,NAO,226900,254900,945,111,76,41,21.0,23.5
2024-12,Sosenskoye,NAO,214700,241600,895,118,37,100,21.0,23.5
2025-01,Sosenskoye,NAO,222900,237700,929,97,24,99,21.0,23.5
2025-02,Sosenskoye,NAO,223000,254500,929,157,53,57,21.0,23.5
2025-03,Sosenskoye,NAO,230100,253700,959,102,55,86,21.0,23.5
2025-04,Sosenskoye,NAO,217500,251000,906,99,7,107,21.0,23.5
2025-05,Sosenskoye,NAO,220300,248600,918,80,75,119,21.0,23.5
2025-06,Sosenskoye,NAO,226900,242600,945,183,29,95,21.0,23.5
2025-07,Sosenskoye,NAO,221600,242200,923,179,5,89,17.0,19.5
2025-08,Sosenskoye,NAO,221900,235500,925,166,73,96,17.0,19.5
2025-09,Sosenskoye,NAO,227700,250600,949,87,8,65,17.0,19.5
2025-10,Sosenskoye,NAO,221100,241100,921,85,65,26,17.0,19.5
2025-11,Sosenskoye,NAO,227300,259500,947,177,24,17,17.0,19.5
2025-12,Sosenskoye,NAO,224600,248000,936,115,56,86,17.0,19.5
2026-01,Sosenskoye,NAO,229200,257900,955,144,50,47,17.0,19.5
2026-02,Sosenskoye,NAO,231200,269600,963,79,34,93,17.0,19.5
2026-03,Sosenskoye,NAO,225700,246700,940,47,42,54,17.0,19.5
2026-04,Sosenskoye,NAO,229600,265500,957,185,25,80,17.0,19.5
2020-01,Filimonkovskoye,NAO,129900,140300,541,146,62,98,6.0,8.5
2020-02,Filimonkovskoye,NAO,125800,139500,524,59,31,56,6.0,8.5
2020-03,Filimonkovskoye,NAO,121100,134500,505,90,66,85,6.0,8.5
2020-04,Filimonkovskoye,NAO,121400,137200,506,197,18,34,4.25,6.75
2020-05,Filimonkovskoye,NAO,127700,143200,532,91,20,64,4.25,6.75
2020-06,Filimonkovskoye,NAO,128800,139600,537,175,54,37,4.25,6.75
2020-07,Filimonkovskoye,NAO,129600,146200,540,137,50,106,4.25,6.75
2020-08,Filimonkovskoye,NAO,136700,154200,570,70,60,95,4.25,6.75
2020-09,Filimonkovskoye,NAO,142300,150300,593,79,41,94,4.25,6.75
2020-10,Filimonkovskoye,NAO,139200,156700,580,142,37,14,4.25,6.75
2020-11,Filimonkovskoye,NAO,144300,159400,601,89,19,26,4.25,6.75
2020-12,Filimonkovskoye,NAO,137500,142700,573,192,74,107,4.25,6.75
2021-01,Filimonkovskoye,NAO,141200,155200,588,107,5,44,4.25,6.75
2021-02,Filimonkovskoye,NAO,140100,153500,584,40,52,29,4.25,6.75
2021-03,Filimonkovskoye,NAO,147400,162900,614,59,7,25,4.25,6.75
2021-04,Filimonkovskoye,NAO,150300,165800,626,123,73,100,8.5,11.0
2021-05,Filimonkovskoye,NAO,157700,175700,657,52,44,16,8.5,11.0
2021-06,Filimonkovskoye,NAO,150400,161400,626,38,32,61,8.5,11.0
2021-07,Filimonkovskoye,NAO,149500,163600,623,32,21,13,8.5,11.0
2021-08,Filimonkovskoye,NAO,161300,176000,672,77,59,58,8.5,11.0
2021-09,Filimonkovskoye,NAO,155500,169200,648,72,38,67,8.5,11.0
2021-10,Filimonkovskoye,NAO,167200,180200,697,58,77,11,8.5,11.0
2021-11,Filimonkovskoye,NAO,167900,197700,699,168,56,23,8.5,11.0
2021-12,Filimonkovskoye,NAO,164500,183000,686,119,12,103,8.5,11.0
2022-01,Filimonkovskoye,NAO,166300,175900,693,63,14,47,20.0,22.5
2022-02,Filimonkovskoye,NAO,164100,182600,684,140,24,63,20.0,22.5
2022-03,Filimonkovskoye,NAO,167400,175000,698,139,77,43,20.0,22.5
2022-04,Filimonkovskoye,NAO,148700,168600,619,61,76,113,9.5,12.0
2022-05,Filimonkovskoye,NAO,159300,180500,664,39,67,25,9.5,12.0
2022-06,Filimonkovskoye,NAO,158500,177700,660,87,46,45,9.5,12.0
2022-07,Filimonkovskoye,NAO,160600,177800,669,140,28,81,9.5,12.0
2022-08,Filimonkovskoye,NAO,169200,173300,705,175,62,60,9.5,12.0
2022-09,Filimonkovskoye,NAO,166400,177500,693,130,15,105,9.5,12.0
2022-10,Filimonkovskoye,NAO,170900,186400,712,132,59,104,7.5,10.0
2022-11,Filimonkovskoye,NAO,169100,184000,705,54,59,14,7.5,10.0
2022-12,Filimonkovskoye,NAO,168800,180200,703,39,62,44,7.5,10.0
2023-01,Filimonkovskoye,NAO,172700,191200,720,127,53,73,7.5,10.0
2023-02,Filimonkovskoye,NAO,181400,197700,756,162,13,91,7.5,10.0
2023-03,Filimonkovskoye,NAO,173900,181700,725,44,5,39,7.5,10.0
2023-04,Filimonkovskoye,NAO,175600,195900,732,85,73,54,7.5,10.0
2023-05,Filimonkovskoye,NAO,182500,201700,761,101,21,95,7.5,10.0
2023-06,Filimonkovskoye,NAO,176500,198500,736,160,10,41,7.5,10.0
2023-07,Filimonkovskoye,NAO,180000,201400,750,142,41,80,13.0,15.5
2023-08,Filimonkovskoye,NAO,182500,203000,760,118,66,79,13.0,15.5
2023-09,Filimonkovskoye,NAO,183600,193200,765,70,7,18,13.0,15.5
2023-10,Filimonkovskoye,NAO,182600,204800,761,20,72,113,13.0,15.5
2023-11,Filimonkovskoye,NAO,179100,196400,746,164,26,100,13.0,15.5
2023-12,Filimonkovskoye,NAO,177800,189300,741,182,62,106,13.0,15.5
2024-01,Filimonkovskoye,NAO,190700,208500,795,169,52,12,16.0,18.5
2024-02,Filimonkovskoye,NAO,183600,206300,765,83,28,41,16.0,18.5
2024-03,Filimonkovskoye,NAO,187400,207200,781,47,78,30,16.0,18.5
2024-04,Filimonkovskoye,NAO,194700,219600,811,42,70,116,16.0,18.5
2024-05,Filimonkovskoye,NAO,189300,207400,789,193,74,36,16.0,18.5
2024-06,Filimonkovskoye,NAO,189200,215400,788,40,40,36,16.0,18.5
2024-07,Filimonkovskoye,NAO,194900,220800,812,144,30,65,16.0,18.5
2024-08,Filimonkovskoye,NAO,197100,211100,821,154,5,61,16.0,18.5
2024-09,Filimonkovskoye,NAO,191100,212200,796,162,23,119,16.0,18.5
2024-10,Filimonkovskoye,NAO,184200,201600,767,186,29,107,21.0,23.5
2024-11,Filimonkovskoye,NAO,181500,204700,756,134,78,57,21.0,23.5
2024-12,Filimonkovskoye,NAO,186500,204100,777,161,22,64,21.0,23.5
