DISTRICT,BUILDING_TYPE,RENOVATION,SELLER_TYPE,TOTAL_PROPERTIES
Dorogomilovo,panel,euro,owner,4
Bogorodskoye,modern_panel,no_renovation,owner,4
Mitino,stalin,cosmetic,owner,4
Yuzhnoye Tushino,panel,no_renovation,owner,4
Bogorodskoye,khrushchev,no_renovation,owner,4
Voskresenskoye,modern_panel,no_renovation,owner,4
Kurkino,modern_panel,designer,agency,4
Zyablikovo,modern_panel,designer,owner,4
Voronovskoye,stalin,cosmetic,owner,4
Mosrentgen,stalin,cosmetic,owner,4
Shchukino,brick,no_renovation,owner,4
Bogorodskoye,panel,no_renovation,owner,4
Severny,modern_panel,designer,agency,4
Mitino,stalin,cosmetic,agency,4
Prospekt Vernadskogo,panel,euro,owner,4
Severnoye Tushino,modern_panel,no_renovation,owner,4
Nagatino-Sadovniki,modern_panel,cosmetic,owner,4
Orekhovo-Borisovo Severnoye,stalin,no_renovation,agency,4
Zamoskvorechye,brick,no_renovation,owner,4
Nagatinsky Zaton,monolith,designer,owner,4
Prospekt Vernadskogo,brick,designer,agency,4
Khovrino,panel,cosmetic,owner,4
Meshchansky,stalin,cosmetic,owner,4
Beskudnikovsky,brick,designer,owner,4
Ryazanovskoye,stalin,cosmetic,owner,4
Tverskoy,brick,no_renovation,owner,4
Vnukovskoye,modern_panel,designer,owner,4
Begovoy,panel,no_renovation,owner,4
Klyonovskoye,monolith,designer,owner,4
Levoberezhny,modern_panel,no_renovation,owner,4
Severnoye Tushino,stalin,no_renovation,agency,4
Strogino,monolith,designer,agency,4
Krylatskoye,modern_panel,designer,agency,4
Tyoply Stan,panel,designer,agency,4
Aeroport,khrushchev,designer,agency,4
Izmaylovo,monolith,designer,agency,4
Metrogorodok,monolith,designer,owner,4
Konkovo,stalin,no_renovation,owner,4
Marfino,brick,euro,owner,4
Gagarinsky,khrushchev,designer,agency,4
Voykovsky,monolith,designer,agency,4
Sviblovo,stalin,euro,agency,4
Akademichesky,panel,no_renovation,owner,4
Ostankinsky,stalin,cosmetic,owner,4
Dorogomilovo,khrushchev,no_renovation,owner,4
Beskudnikovsky,stalin,cosmetic,owner,4
Danilovsky,stalin,euro,owner,4
Zyuzino,modern_panel,no_renovation,owner,4
Otradnoye,khrushchev,designer,agency,4
Gagarinsky,stalin,euro,owner,4
Chertanovo Severnoye,khrushchev,designer,owner,4
Kuntsevo,monolith,no_renovation,owner,4
Sokolinaya Gora,modern_panel,designer,agency,4
Butyrsky,khrushchev,designer,agency,4
Fili-Davydkovo,panel,designer,owner,4
Zelenograd,panel,designer,owner,4
Savyolovsky,monolith,designer,owner,4
Fili-Davydkovo,modern_panel,no_renovation,owner,4
Ivanovskoye,stalin,euro,agency,4
Akademichesky,stalin,euro,agency,4
Mosrentgen,modern_panel,euro,owner,4
Yuzhnoye Tushino,stalin,no_renovation,agency,4
Filyovsky Park,panel,no_renovation,owner,4
Nagatinsky Zaton,stalin,cosmetic,owner,4
Veshnyaki,monolith,designer,agency,4
Desyonovskoye,khrushchev,no_renovation,owner,4
Nagatino-Sadovniki,panel,designer,owner,4
Strogino,modern_panel,no_renovation,owner,4
Meshchansky,khrushchev,designer,agency,4
Orekhovo-Borisovo Yuzhnoye,monolith,no_renovation,owner,4
Yuzhnoye Butovo,monolith,no_renovation,owner,4
Voykovsky,modern_panel,designer,owner,4
Mikhaylovo-Yartsevskoye,monolith,designer,owner,4
Altufyevsky,stalin,euro,agency,4
Savyolovsky,panel,no_renovation,owner,4
Klyonovskoye,khrushchev,designer,agency,4
Klyonovskoye,stalin,cosmetic,owner,4
Troitsk,stalin,euro,owner,4
Lomonosovsky,khrushchev,no_renovation,owner,4
Mozhaysky,khrushchev,no_renovation,owner,4
Marfino,stalin,cosmetic,agency,4
Prospekt Vernadskogo,stalin,cosmetic,owner,4
Meshchansky,khrushchev,designer,owner,4
Perovo,monolith,euro,owner,4
Sokolniki,stalin,euro,agency,4
Kotlovka,brick,euro,owner,4
Tagansky,modern_panel,no_renovation,owner,4
Severnoye Tushino,khrushchev,designer,agency,4
Cheryomushki,monolith,designer,agency,4
Kievsky,khrushchev,designer,agency,4
Yakimanka,brick,no_renovation,owner,4
Moskovsky,khrushchev,designer,agency,4
Severnoye Butovo,panel,euro,owner,4
Vnukovskoye,monolith,euro,owner,4
Rogovskoye,panel,euro,owner,4
Klyonovskoye,stalin,euro,agency,4
Alekseevsky,stalin,euro,owner,4
Veshnyaki,panel,designer,owner,4
Alekseevsky,stalin,euro,agency,4
Novofyodorovskoye,panel,no_renovation,owner,4
Zyuzino,stalin,euro,owner,4
Veshnyaki,panel,euro,owner,4
Meshchansky,brick,designer,agency,4
Metrogorodok,modern_panel,no_renovation,owner,4
Chertanovo Yuzhnoye,monolith,no_renovation,owner,4
Alekseevsky,monolith,designer,owner,4
Nagatinsky Zaton,modern_panel,no_renovation,agency,4
Bogorodskoye,monolith,no_renovation,owner,4
Khoroshyovo-Mnyovniki,brick,euro,owner,4
Aeroport,khrushchev,no_renovation,owner,4
Novogireyevo,stalin,euro,owner,4
Marushkinskoye,khrushchev,no_renovation,owner,4
Zapadnoye Degunino,modern_panel,no_renovation,owner,4
Chertanovo Tsentralnoye,brick,designer,owner,4
Filimonkovskoye,stalin,euro,owner,4
Pervomayskoye,stalin,cosmetic,owner,4
Vnukovo,modern_panel,euro,owner,4
Pokrovskoye-Streshnevo,brick,designer,agency,4
Chertanovo Yuzhnoye,stalin,no_renovation,owner,4
Novofyodorovskoye,khrushchev,no_renovation,agency,4
Vostochny,stalin,cosmetic,agency,4
Ostankinsky,brick,designer,agency,4
Voronovskoye,panel,euro,agency,4
Bibirevo,brick,no_renovation,owner,4
Aeroport,monolith,designer,owner,4
Marfino,brick,designer,owner,4
Sokolniki,monolith,designer,owner,4
Nagatinsky Zaton,brick,euro,owner,4
Preobrazhenskoye,khrushchev,cosmetic,owner,4
Klyonovskoye,monolith,designer,agency,4
Koptevo,modern_panel,designer,agency,4
Rostokino,stalin,euro,owner,4
Butyrsky,khrushchev,designer,owner,4
Kievsky,khrushchev,designer,owner,4
Severnoye Tushino,khrushchev,no_renovation,agency,4
Yuzhnoye Tushino,khrushchev,designer,owner,4
Marushkinskoye,modern_panel,no_renovation,owner,4
Zelenograd,brick,euro,owner,4
Voskresenskoye,monolith,designer,owner,4
Zyablikovo,brick,designer,owner,4
Filimonkovskoye,panel,designer,agency,4
Ivanovskoye,stalin,no_renovation,agency,4
Golyanovo,monolith,designer,agency,4
Perovo,khrushchev,designer,agency,4
Kosino-Ukhtomsky,khrushchev,designer,agency,4
Troparyovo-Nikulino,brick,euro,owner,4
Zyuzino,panel,no_renovation,owner,4
Yuzhnoye Butovo,stalin,no_renovation,owner,4
Dmitrovsky,stalin,euro,agency,4
Voskresenskoye,panel,designer,agency,4
Arbat,stalin,cosmetic,owner,4
Koptevo,monolith,no_renovation,owner,4
Izmaylovo,monolith,no_renovation,owner,4
Begovoy,brick,designer,owner,4
Kuntsevo,brick,designer,agency,4
Moskovsky,panel,designer,agency,4
Pervomayskoye,monolith,no_renovation,agency,4
Voronovskoye,monolith,no_renovation,agency,4
Kosino-Ukhtomsky,stalin,euro,agency,4
Obruchevsky,panel,designer,owner,4
Severny,modern_panel,no_renovation,agency,4
Khamovniki,stalin,euro,owner,4
Cheryomushki,stalin,no_renovation,owner,4
Voskresenskoye,panel,no_renovation,owner,4
Altufyevsky,modern_panel,no_renovation,owner,4
Voskresenskoye,brick,no_renovation,owner,4
Ochakovo-Matveyevskoye,stalin,cosmetic,owner,4
Brateyevo,panel,designer,owner,4
Voykovsky,khrushchev,designer,agency,4
Kuntsevo,modern_panel,euro,owner,4
Zapadnoye Degunino,khrushchev,no_renovation,agency,4
Severny,khrushchev,no_renovation,agency,4
Fili-Davydkovo,brick,designer,agency,4
Mitino,modern_panel,euro,owner,4
Metrogorodok,stalin,no_renovation,owner,4
Yuzhnoye Tushino,modern_panel,no_renovation,owner,4
Perovo,modern_panel,designer,owner,4
Novokosino,stalin,euro,agency,4
Severnoye Butovo,khrushchev,designer,owner,4
Rostokino,modern_panel,no_renovation,owner,4
Brateyevo,panel,no_renovation,owner,4
Strogino,monolith,designer,owner,4
Kotlovka,modern_panel,designer,agency,4
Yuzhnoye Medvedkovo,stalin,cosmetic,owner,4
Zapadnoye Degunino,monolith,designer,owner,4
Voskresenskoye,modern_panel,designer,agency,4
Nagatino-Sadovniki,monolith,designer,owner,4
Kokoshkino,brick,no_renovation,owner,4
Severnoye Izmaylovo,khrushchev,euro,agency,4
Sviblovo,khrushchev,euro,owner,4
Biryulyovo Vostochnoye,panel,no_renovation,owner,4
Troitsk,panel,designer,agency,4
Mozhaysky,modern_panel,designer,agency,4
Meshchansky,stalin,euro,owner,4
Novokosino,stalin,euro,owner,4
Moskvorechye-Saburovo,monolith,designer,owner,4
Shchapovskoye,stalin,cosmetic,owner,4
Voykovsky,panel,no_renovation,owner,4
Levoberezhny,monolith,euro,owner,3
Ochakovo-Matveyevskoye,monolith,euro,owner,3
Khamovniki,panel,no_renovation,owner,3
Voronovskoye,monolith,no_renovation,owner,3
Butyrsky,panel,designer,owner,3
Begovoy,stalin,cosmetic,owner,3
Lomonosovsky,stalin,no_renovation,agency,3
Kurkino,panel,designer,owner,3
Sosenskoye,stalin,designer,agency,3
Solntsevo,modern_panel,designer,owner,3
Preobrazhenskoye,monolith,designer,owner,3
Otradnoye,stalin,designer,agency,3
Preobrazhenskoye,brick,designer,owner,3
Krasnoselsky,stalin,cosmetic,owner,3
Obruchevsky,stalin,euro,owner,3
Yaroslavsky,modern_panel,designer,agency,3
Altufyevsky,khrushchev,designer,agency,3
Novofyodorovskoye,modern_panel,designer,owner,3
Koptevo,khrushchev,designer,agency,3
Voskresenskoye,khrushchev,no_renovation,agency,3
Krasnoselsky,panel,designer,agency,3
Zyuzino,monolith,designer,agency,3
Golovinsky,khrushchev,no_renovation,owner,3
Krasnopakhorskoye,khrushchev,designer,owner,3
Rostokino,khrushchev,designer,agency,3
Presnensky,monolith,designer,owner,3
Obruchevsky,brick,no_renovation,agency,3
Golyanovo,panel,designer,agency,3
Basmanny,khrushchev,designer,agency,3
Perovo,panel,designer,owner,3
Yakimanka,khrushchev,no_renovation,agency,3
Presnensky,stalin,euro,owner,3
Vostochnoye Izmaylovo,monolith,designer,agency,3
Kokoshkino,panel,designer,owner,3
Babushkinsky,brick,designer,owner,3
Chertanovo Tsentralnoye,monolith,designer,owner,3
Nagatino-Sadovniki,brick,euro,owner,3
Yaroslavsky,stalin,no_renovation,agency,3
Zyablikovo,stalin,designer,agency,3
Ostankinsky,stalin,euro,agency,3
Butyrsky,monolith,designer,owner,3
Vostochnoye Izmaylovo,stalin,no_renovation,owner,3
Maryina Roshcha,monolith,designer,agency,3
Dmitrovsky,monolith,no_renovation,agency,3
Prospekt Vernadskogo,stalin,designer,owner,3
Severny,monolith,designer,agency,3
Kurkino,modern_panel,designer,owner,3
Tverskoy,brick,designer,agency,3
Kokoshkino,panel,designer,agency,3
Nagorny,panel,no_renovation,owner,3
Severnoye Medvedkovo,panel,designer,owner,3
Yaroslavsky,stalin,cosmetic,owner,3
Dmitrovsky,monolith,no_renovation,owner,3
Ochakovo-Matveyevskoye,monolith,no_renovation,owner,3
Sviblovo,stalin,euro,owner,3
Nagorny,khrushchev,euro,owner,3
Maryina Roshcha,stalin,euro,owner,3
Perovo,stalin,euro,agency,3
Desyonovskoye,stalin,euro,owner,3
Prospekt Vernadskogo,khrushchev,designer,agency,3
Voronovskoye,stalin,no_renovation,agency,3
Pokrovskoye-Streshnevo,stalin,euro,agency,3
Biryulyovo Zapadnoye,khrushchev,designer,agency,3
Biryulyovo Zapadnoye,stalin,designer,agency,3
Sviblovo,brick,designer,agency,3
Moskvorechye-Saburovo,panel,designer,agency,3
Moskvorechye-Saburovo,stalin,euro,owner,3
Veshnyaki,modern_panel,designer,agency,3
Krasnoselsky,panel,no_renovation,owner,3
Levoberezhny,khrushchev,designer,agency,3
Perovo,modern_panel,designer,agency,3
Filimonkovskoye,brick,cosmetic,owner,3
Yuzhnoye Butovo,khrushchev,cosmetic,owner,3
Krasnoselsky,stalin,designer,agency,3
Obruchevsky,stalin,no_renovation,owner,3
Tverskoy,stalin,no_renovation,agency,3
Donskoy,stalin,cosmetic,owner,3
Altufyevsky,panel,designer,agency,3
Sviblovo,monolith,designer,agency,3
Sokol,stalin,no_renovation,agency,3
Severnoye Medvedkovo,khrushchev,designer,agency,3
Severnoye Butovo,khrushchev,no_renovation,owner,3
Severnoye Izmaylovo,brick,designer,owner,3
Golovinsky,stalin,cosmetic,owner,3
Kurkino,stalin,cosmetic,owner,3
Zyablikovo,panel,designer,agency,3
Basmanny,modern_panel,designer,owner,3
Vostochnoye Izmaylovo,panel,designer,agency,3
Golyanovo,modern_panel,designer,owner,3
Zapadnoye Degunino,stalin,no_renovation,owner,3
Vostochny,stalin,no_renovation,owner,3
Tyoply Stan,brick,designer,agency,3
Sokol,khrushchev,no_renovation,owner,3
Yakimanka,monolith,designer,agency,3
Vostochny,brick,designer,owner,3
Shchapovskoye,brick,euro,owner,3
Novo-Peredelkino,brick,no_renovation,owner,3
Ryazanovskoye,khrushchev,no_renovation,owner,3
Rostokino,stalin,no_renovation,owner,3
Sosenskoye,khrushchev,no_renovation,owner,3
Rogovskoye,monolith,designer,agency,3
Vostochnoye Izmaylovo,monolith,no_renovation,owner,3
Severnoye Medvedkovo,brick,no_renovation,owner,3
Donskoy,monolith,designer,agency,3
Khovrino,brick,designer,agency,3
Troparyovo-Nikulino,brick,designer,agency,3
Solntsevo,stalin,euro,owner,3
Sokol,stalin,euro,agency,3
Tyoply Stan,stalin,euro,agency,3
Novogireyevo,brick,designer,agency,3
Maryina Roshcha,monolith,designer,owner,3
Sosenskoye,panel,designer,owner,3
Solntsevo,brick,designer,agency,3
Krasnoselsky,brick,euro,owner,3
Novogireyevo,panel,designer,agency,3
Novokosino,khrushchev,designer,agency,3
Begovoy,monolith,designer,agency,3
Bibirevo,khrushchev,designer,agency,3
Novo-Peredelkino,brick,designer,owner,3
Koptevo,stalin,cosmetic,owner,3
Zapadnoye Degunino,modern_panel,designer,agency,3
Gagarinsky,khrushchev,euro,owner,3
Voronovskoye,monolith,designer,owner,3
Nagorny,stalin,no_renovation,agency,3
Mosrentgen,stalin,euro,agency,3
Ochakovo-Matveyevskoye,stalin,no_renovation,owner,3
Moskovsky,brick,no_renovation,owner,3
Zamoskvorechye,khrushchev,designer,agency,3
Zyuzino,monolith,no_renovation,owner,3
Troitsk,stalin,cosmetic,agency,3
Novofyodorovskoye,stalin,euro,agency,3
Nagatino-Sadovniki,monolith,no_renovation,owner,3
Molzhaninovsky,monolith,designer,agency,3
Tverskoy,brick,designer,owner,3
Zelenograd,monolith,designer,owner,3
Akademichesky,khrushchev,no_renovation,owner,3
Golyanovo,monolith,euro,owner,3
Kotlovka,panel,designer,agency,3
Novo-Peredelkino,modern_panel,designer,owner,3
Yuzhnoye Medvedkovo,panel,designer,owner,3
Ochakovo-Matveyevskoye,brick,no_renovation,owner,3
Izmaylovo,modern_panel,designer,agency,3
Tagansky,monolith,designer,agency,3
Lomonosovsky,panel,designer,owner,3
Lianozovo,panel,no_renovation,owner,3
Vnukovskoye,panel,designer,agency,3
Nagatinsky Zaton,panel,no_renovation,owner,3
Vnukovskoye,brick,no_renovation,owner,3
Krasnoselsky,stalin,no_renovation,agency,3
Filimonkovskoye,monolith,euro,owner,3
Metrogorodok,khrushchev,no_renovation,owner,3
Lianozovo,stalin,euro,owner,3
Akademichesky,stalin,euro,owner,3
Orekhovo-Borisovo Yuzhnoye,khrushchev,no_renovation,owner,3
Tagansky,monolith,designer,owner,3
Severnoye Butovo,panel,designer,owner,3
Izmaylovo,brick,no_renovation,owner,3
Alekseevsky,modern_panel,designer,agency,3
Bibirevo,panel,designer,owner,3
Mozhaysky,panel,no_renovation,owner,3
Molzhaninovsky,modern_panel,no_renovation,owner,3
Vnukovo,stalin,euro,owner,3
Timiryazevsky,modern_panel,designer,owner,3
Tverskoy,stalin,cosmetic,owner,3
Shchapovskoye,stalin,euro,agency,3
Yuzhnoye Medvedkovo,brick,no_renovation,owner,3
Moskovsky,khrushchev,euro,owner,3
Savyolovsky,monolith,no_renovation,owner,3
Sosenskoye,stalin,no_renovation,owner,3
Fili-Davydkovo,stalin,no_renovation,agency,3
Khoroshyovo-Mnyovniki,panel,euro,owner,3
Kosino-Ukhtomsky,stalin,designer,agency,3
Aeroport,modern_panel,designer,agency,3
Otradnoye,brick,designer,agency,3
Zelenograd,modern_panel,euro,owner,3
Severnoye Tushino,brick,designer,owner,3
Vnukovo,modern_panel,no_renovation,owner,3
Novokosino,stalin,designer,agency,3
Novofyodorovskoye,brick,designer,owner,3
Rogovskoye,modern_panel,no_renovation,owner,3
Koptevo,panel,designer,agency,3
Shchukino,khrushchev,no_renovation,owner,3
Yuzhnoye Tushino,panel,designer,agency,3
Obruchevsky,modern_panel,designer,agency,3
Shchukino,stalin,designer,owner,3
Khoroshyovsky,modern_panel,no_renovation,owner,3
Vostochnoye Izmaylovo,stalin,no_renovation,agency,3
Aeroport,khrushchev,euro,owner,3
Savyolovsky,modern_panel,designer,owner,3
Lianozovo,modern_panel,no_renovation,owner,3
Rostokino,monolith,designer,agency,3
Chertanovo Severnoye,brick,designer,agency,3
Desyonovskoye,stalin,no_renovation,agency,3
Biryulyovo Vostochnoye,khrushchev,designer,owner,3
Butyrsky,khrushchev,no_renovation,owner,3
Lianozovo,khrushchev,euro,agency,3
Novofyodorovskoye,monolith,designer,owner,3
Koptevo,khrushchev,designer,owner,3
Losinoostrovsky,modern_panel,designer,agency,3
Lomonosovsky,monolith,designer,owner,3
Zamoskvorechye,stalin,euro,agency,3
Donskoy,khrushchev,designer,agency,3
Krylatskoye,stalin,cosmetic,owner,3
Orekhovo-Borisovo Severnoye,khrushchev,no_renovation,owner,3
Moskvorechye-Saburovo,monolith,no_renovation,owner,3
Kosino-Ukhtomsky,brick,no_renovation,agency,3
Arbat,modern_panel,designer,owner,3
Troparyovo-Nikulino,stalin,no_renovation,agency,3
Veshnyaki,khrushchev,designer,agency,3
Zyablikovo,brick,no_renovation,owner,3
Bibirevo,khrushchev,euro,owner,3
Nagatino-Sadovniki,stalin,designer,agency,3
Troitsk,stalin,designer,agency,3
Nagatino-Sadovniki,stalin,no_renovation,agency,3
Ivanovskoye,stalin,euro,owner,3
Timiryazevsky,stalin,no_renovation,owner,3
Golovinsky,monolith,designer,agency,3
Sokolinaya Gora,stalin,no_renovation,agency,3
Mikhaylovo-Yartsevskoye,khrushchev,no_renovation,owner,3
Levoberezhny,stalin,no_renovation,agency,3
Kuntsevo,stalin,euro,owner,3
Severnoye Butovo,panel,designer,agency,3
Losinoostrovsky,monolith,designer,owner,3
Orekhovo-Borisovo Severnoye,modern_panel,no_renovation,owner,3
Yakimanka,khrushchev,designer,agency,3
Biryulyovo Vostochnoye,stalin,cosmetic,owner,3
Savyolovsky,stalin,euro,agency,3
Krasnoselsky,khrushchev,no_renovation,owner,3
Nagatinsky Zaton,brick,designer,agency,3
Severnoye Butovo,stalin,designer,owner,3
Bogorodskoye,stalin,euro,owner,3
Danilovsky,monolith,designer,owner,3
Zapadnoye Degunino,stalin,euro,agency,3
Pervomayskoye,stalin,designer,agency,3
Tsaritsyno,khrushchev,no_renovation,owner,3
Pokrovskoye-Streshnevo,panel,designer,owner,3
Otradnoye,stalin,no_renovation,agency,3
Vostochnoye Izmaylovo,khrushchev,designer,agency,3
Marfino,khrushchev,euro,owner,3
Aeroport,stalin,cosmetic,owner,3
Bogorodskoye,brick,designer,owner,3
Severnoye Izmaylovo,stalin,euro,agency,3
Basmanny,monolith,designer,owner,3
Khoroshyovo-Mnyovniki,stalin,euro,owner,3
Meshchansky,khrushchev,no_renovation,agency,3
Vostochnoye Izmaylovo,modern_panel,no_renovation,agency,3
Severnoye Butovo,brick,euro,owner,3
Voronovskoye,stalin,euro,agency,3
Nagatino-Sadovniki,monolith,designer,agency,3
Tyoply Stan,stalin,cosmetic,agency,3
Mozhaysky,brick,no_renovation,owner,3
Donskoy,stalin,designer,agency,3
Dorogomilovo,brick,no_renovation,owner,3
Ivanovskoye,modern_panel,designer,owner,3
Yuzhnoye Medvedkovo,khrushchev,designer,agency,3
Tyoply Stan,stalin,no_renovation,agency,3
Khovrino,monolith,designer,owner,3
Pervomayskoye,stalin,euro,agency,3
Troparyovo-Nikulino,stalin,cosmetic,agency,3
Novo-Peredelkino,modern_panel,no_renovation,owner,3
Vostochny,monolith,no_renovation,owner,3
Losinoostrovsky,khrushchev,designer,owner,3
Brateyevo,stalin,no_renovation,agency,3
Khamovniki,stalin,cosmetic,owner,3
Levoberezhny,monolith,no_renovation,owner,3
Babushkinsky,panel,designer,owner,3
Orekhovo-Borisovo Yuzhnoye,panel,designer,agency,3
Klyonovskoye,stalin,designer,agency,3
Timiryazevsky,stalin,designer,owner,3
Voronovskoye,khrushchev,designer,agency,3
Krylatskoye,panel,designer,agency,3
Fili-Davydkovo,stalin,euro,owner,3
Krylatskoye,panel,no_renovation,owner,3
Savyolovsky,stalin,cosmetic,owner,3
Marfino,monolith,designer,owner,3
Shcherbinka,stalin,no_renovation,owner,3
Brateyevo,modern_panel,designer,owner,3
Rogovskoye,modern_panel,designer,owner,3
Moskvorechye-Saburovo,monolith,euro,owner,3
Orekhovo-Borisovo Severnoye,monolith,designer,owner,3
Severnoye Izmaylovo,khrushchev,designer,agency,3
Vostochny,khrushchev,designer,owner,3
Severnoye Medvedkovo,stalin,no_renovation,agency,3
Gagarinsky,panel,designer,agency,3
Timiryazevsky,modern_panel,designer,agency,3
Alekseevsky,brick,designer,agency,3
Kuntsevo,modern_panel,no_renovation,owner,3
Ramenki,panel,designer,agency,3
Izmaylovo,stalin,cosmetic,agency,3
Severnoye Medvedkovo,modern_panel,designer,agency,3
Yasenevo,stalin,no_renovation,agency,3
Krasnopakhorskoye,modern_panel,designer,owner,3
Kuntsevo,monolith,designer,owner,3
Alekseevsky,stalin,no_renovation,agency,3
Dmitrovsky,panel,designer,agency,3
Novofyodorovskoye,brick,euro,owner,3
Tsaritsyno,panel,designer,agency,3
Troparyovo-Nikulino,khrushchev,designer,owner,3
Sokol,brick,designer,agency,3
Filyovsky Park,monolith,no_renovation,owner,3
Timiryazevsky,stalin,euro,owner,3
Zyablikovo,stalin,euro,agency,3
Arbat,panel,designer,agency,3
Rogovskoye,brick,designer,agency,3
Ramenki,stalin,designer,agency,3
Tsaritsyno,khrushchev,designer,agency,3
Zyablikovo,modern_panel,designer,agency,3
Zapadnoye Degunino,monolith,designer,agency,3
Shchukino,stalin,cosmetic,owner,3
Koptevo,monolith,designer,agency,3
Troparyovo-Nikulino,modern_panel,no_renovation,owner,3
Otradnoye,stalin,euro,agency,3
Orekhovo-Borisovo Yuzhnoye,panel,designer,owner,3
Khoroshyovsky,brick,euro,owner,3
Bibirevo,stalin,no_renovation,agency,3
Lomonosovsky,brick,designer,agency,3
Mosrentgen,brick,designer,owner,3
Timiryazevsky,stalin,no_renovation,agency,3
Arbat,khrushchev,designer,owner,3
Nagatinsky Zaton,stalin,designer,agency,3
Preobrazhenskoye,panel,designer,owner,3
Arbat,brick,designer,owner,3
Severnoye Izmaylovo,modern_panel,designer,owner,3
Prospekt Vernadskogo,modern_panel,designer,agency,3
Ostankinsky,stalin,euro,owner,3
Meshchansky,brick,no_renovation,owner,3
Yuzhnoye Butovo,khrushchev,no_renovation,owner,3
Khovrino,khrushchev,euro,owner,3
Yuzhnoye Medvedkovo,monolith,no_renovation,owner,3
Yaroslavsky,stalin,euro,owner,3
Ryazanovskoye,stalin,cosmetic,agency,3
Kokoshkino,khrushchev,no_renovation,owner,3
Altufyevsky,khrushchev,designer,owner,3
Vostochny,modern_panel,cosmetic,owner,3
Cheryomushki,stalin,no_renovation,agency,3
Krasnopakhorskoye,stalin,no_renovation,owner,3
Kurkino,stalin,no_renovation,owner,3
Khovrino,stalin,cosmetic,owner,3
Basmanny,stalin,designer,agency,3
Shchukino,modern_panel,no_renovation,owner,3
Otradnoye,monolith,designer,owner,3
Presnensky,stalin,cosmetic,owner,3
Alekseevsky,monolith,no_renovation,owner,3
Kurkino,khrushchev,designer,agency,3
Orekhovo-Borisovo Severnoye,monolith,designer,agency,3
Khoroshyovsky,modern_panel,euro,owner,3
Cheryomushki,khrushchev,designer,owner,3
Shcherbinka,modern_panel,euro,owner,3
Yuzhnoye Tushino,stalin,no_renovation,owner,3
Perovo,brick,designer,owner,3
Desyonovskoye,brick,designer,owner,3
Filimonkovskoye,stalin,designer,agency,3
Golyanovo,monolith,designer,owner,3
Kuntsevo,khrushchev,designer,owner,3
Severnoye Medvedkovo,khrushchev,no_renovation,owner,3
Akademichesky,khrushchev,designer,agency,3
Voskresenskoye,modern_panel,designer,owner,3
Vnukovskoye,brick,designer,owner,3
Ivanovskoye,stalin,designer,agency,3
Prospekt Vernadskogo,brick,euro,owner,3
Strogino,stalin,cosmetic,owner,3
Vostochnoye Izmaylovo,stalin,designer,agency,3
Begovoy,khrushchev,no_renovation,owner,3
Rogovskoye,monolith,no_renovation,owner,3
Biryulyovo Zapadnoye,monolith,no_renovation,owner,3
Timiryazevsky,panel,designer,owner,3
Biryulyovo Zapadnoye,stalin,no_renovation,agency,3
Chertanovo Tsentralnoye,monolith,designer,agency,3
Perovo,stalin,cosmetic,owner,3
Severnoye Tushino,brick,designer,agency,3
Golyanovo,khrushchev,designer,owner,3
Ryazanovskoye,brick,euro,owner,3
Mozhaysky,khrushchev,designer,agency,3
Zyuzino,stalin,no_renovation,agency,3
Konkovo,stalin,designer,agency,3
Bogorodskoye,khrushchev,designer,owner,3
Tsaritsyno,modern_panel,designer,owner,3
Golyanovo,panel,designer,owner,3
Novo-Peredelkino,monolith,euro,owner,3
Tagansky,stalin,euro,agency,3
Moskvorechye-Saburovo,brick,no_renovation,owner,3
Perovo,brick,no_renovation,owner,3
Zamoskvorechye,stalin,cosmetic,agency,3
Yaroslavsky,khrushchev,no_renovation,owner,3
Kurkino,panel,designer,agency,3
Biryulyovo Zapadnoye,stalin,euro,agency,3
Filyovsky Park,monolith,no_renovation,agency,3
Orekhovo-Borisovo Yuzhnoye,khrushchev,designer,owner,3
Vostochnoye Izmaylovo,khrushchev,no_renovation,owner,3
Kievsky,stalin,euro,owner,3
Yuzhnoye Medvedkovo,modern_panel,designer,agency,3
Troparyovo-Nikulino,brick,designer,owner,3
Akademichesky,brick,designer,agency,3
Severnoye Tushino,panel,designer,owner,3
Basmanny,khrushchev,designer,owner,3
Orekhovo-Borisovo Severnoye,brick,no_renovation,owner,3
Marfino,monolith,designer,agency,3
Sviblovo,khrushchev,designer,owner,3
Severnoye Medvedkovo,modern_panel,designer,owner,3
Danilovsky,khrushchev,designer,agency,3
Zapadnoye Degunino,modern_panel,designer,owner,3
Marushkinskoye,stalin,designer,agency,3
Kuntsevo,panel,no_renovation,owner,3
Basmanny,stalin,euro,owner,3
Solntsevo,brick,designer,owner,3
Lomonosovsky,modern_panel,designer,owner,3
Babushkinsky,monolith,no_renovation,owner,3
Zapadnoye Degunino,panel,designer,owner,3
Mosrentgen,stalin,euro,owner,3
Sviblovo,stalin,no_renovation,owner,3
Yuzhnoye Butovo,brick,no_renovation,owner,3
Yuzhnoye Tushino,modern_panel,designer,agency,3
Mitino,modern_panel,designer,owner,3
Brateyevo,stalin,no_renovation,owner,3
Golovinsky,monolith,designer,owner,3
Novogireyevo,monolith,cosmetic,owner,3
Beskudnikovsky,stalin,cosmetic,agency,3
Rogovskoye,khrushchev,no_renovation,owner,3
Zyablikovo,brick,designer,agency,3
