DISTRICT,BUILDING_TYPE,ROOMS,TO_CENTER_KM,AVG_PRICE_PER_SQM
Krasnopakhorskoye,brick,1,40.86,64500.00
Shchapovskoye,monolith,1,40.86,74600.00
Krasnopakhorskoye,monolith,2,40.87,61000.00
Krasnopakhorskoye,brick,1,40.87,68300.00
Krasnopakhorskoye,modern_panel,2,40.88,54700.00
Krasnopakhorskoye,stalin,2,40.89,76600.00
Krasnopakhorskoye,monolith,2,40.89,72400.00
Krasnopakhorskoye,khrushchev,2,40.9,43200.00
Shchapovskoye,brick,4,40.9,41600.00
Krasnopakhorskoye,khrushchev,2,40.91,46200.00
Shchapovskoye,panel,1,40.91,69200.00
Krasnopakhorskoye,monolith,1,40.92,59000.00
Krasnopakhorskoye,panel,2,40.92,49900.00
Krasnopakhorskoye,brick,2,40.93,67800.00
Shchapovskoye,modern_panel,1,40.93,49400.00
Shchapovskoye,monolith,1,40.95,37800.00
Krasnopakhorskoye,modern_panel,1,40.95,50900.00
Krasnopakhorskoye,monolith,2,40.96,64000.00
Krasnopakhorskoye,modern_panel,1,40.96,62150.00
Krasnopakhorskoye,khrushchev,4,40.97,59400.00
Krasnopakhorskoye,panel,5,40.97,70800.00
Krasnopakhorskoye,brick,2,40.98,64200.00
Krasnopakhorskoye,monolith,1,40.98,64700.00
Krasnopakhorskoye,stalin,3,40.99,85300.00
Shchapovskoye,modern_panel,1,40.99,40100.00
Krasnopakhorskoye,modern_panel,2,41,68400.00
Krasnopakhorskoye,brick,2,41.01,70200.00
Krasnopakhorskoye,modern_panel,5,41.02,79000.00
Krasnopakhorskoye,modern_panel,1,41.02,70300.00
Shchapovskoye,brick,3,41.03,57300.00
Krasnopakhorskoye,monolith,2,41.03,93500.00
Krasnopakhorskoye,monolith,1,41.03,67900.00
Krasnopakhorskoye,modern_panel,1,41.05,70400.00
Krasnopakhorskoye,monolith,1,41.05,66100.00
Shchapovskoye,modern_panel,1,41.06,60800.00
Krasnopakhorskoye,stalin,1,41.07,74300.00
Krasnopakhorskoye,modern_panel,1,41.07,51700.00
Krasnopakhorskoye,brick,2,41.08,71400.00
Krasnopakhorskoye,modern_panel,3,41.08,61200.00
Krasnopakhorskoye,monolith,2,41.08,41100.00
Shchapovskoye,modern_panel,1,41.09,79500.00
Krasnopakhorskoye,panel,1,41.1,54400.00
Krasnopakhorskoye,khrushchev,3,41.1,43200.00
Krasnopakhorskoye,modern_panel,2,41.11,59500.00
Shchapovskoye,brick,1,41.12,50700.00
Krasnopakhorskoye,panel,1,41.14,60300.00
Shchapovskoye,stalin,2,41.14,45700.00
Shchapovskoye,brick,2,41.15,49100.00
Krasnopakhorskoye,modern_panel,1,41.16,61500.00
Krasnopakhorskoye,panel,3,41.17,58600.00
Shchapovskoye,modern_panel,1,41.18,57600.00
Krasnopakhorskoye,khrushchev,3,41.19,53500.00
Krasnopakhorskoye,stalin,2,41.19,71800.00
Shchapovskoye,monolith,2,41.19,56400.00
Krasnopakhorskoye,modern_panel,3,41.2,46100.00
Krasnopakhorskoye,khrushchev,2,41.21,34200.00
Krasnopakhorskoye,khrushchev,2,41.22,58100.00
Shchapovskoye,stalin,3,41.22,57800.00
Krasnopakhorskoye,modern_panel,1,41.22,66500.00
Shchapovskoye,khrushchev,3,41.25,45900.00
Shchapovskoye,khrushchev,2,41.28,57500.00
Shchapovskoye,stalin,4,41.28,56400.00
Shchapovskoye,brick,5,41.29,102100.00
Krasnopakhorskoye,monolith,1,41.29,40600.00
Krasnopakhorskoye,brick,3,41.3,33800.00
Krasnopakhorskoye,khrushchev,2,41.3,43900.00
Shchapovskoye,modern_panel,3,41.31,55100.00
Krasnopakhorskoye,panel,2,41.32,65700.00
Shchapovskoye,monolith,3,41.32,79100.00
Krasnopakhorskoye,panel,1,41.33,56500.00
Shchapovskoye,khrushchev,1,41.33,40000.00
Krasnopakhorskoye,panel,3,41.33,54600.00
Krasnopakhorskoye,panel,1,41.34,66400.00
Shchapovskoye,stalin,2,41.36,54800.00
Krasnopakhorskoye,monolith,1,41.36,52600.00
Krasnopakhorskoye,khrushchev,2,41.36,49600.00
Krasnopakhorskoye,modern_panel,1,41.37,65600.00
Krasnopakhorskoye,panel,1,41.37,69000.00
Krasnopakhorskoye,panel,1,41.38,86400.00
Shchapovskoye,modern_panel,2,41.39,52700.00
Krasnopakhorskoye,panel,3,41.39,56400.00
Shchapovskoye,monolith,1,41.4,53600.00
Shchapovskoye,modern_panel,2,41.4,50600.00
Krasnopakhorskoye,modern_panel,5,41.4,51400.00
Shchapovskoye,modern_panel,1,41.4,61200.00
Krasnopakhorskoye,panel,1,41.41,70100.00
Shchapovskoye,modern_panel,1,41.41,63600.00
Krasnopakhorskoye,monolith,2,41.42,93100.00
Krasnopakhorskoye,khrushchev,3,41.42,54500.00
Krasnopakhorskoye,modern_panel,2,41.42,74300.00
Krasnopakhorskoye,brick,2,41.42,57700.00
Shchapovskoye,panel,1,41.43,44700.00
Krasnopakhorskoye,panel,1,41.43,49300.00
Krasnopakhorskoye,panel,2,41.44,56700.00
Shchapovskoye,modern_panel,2,41.44,43500.00
Krasnopakhorskoye,monolith,3,41.45,52000.00
Krasnopakhorskoye,modern_panel,1,41.45,63100.00
Shchapovskoye,stalin,2,41.45,55400.00
Shchapovskoye,khrushchev,1,41.46,43600.00
Krasnopakhorskoye,monolith,2,41.47,64200.00
Krasnopakhorskoye,khrushchev,3,41.47,50400.00
Shchapovskoye,brick,1,41.47,67400.00
Shchapovskoye,stalin,2,41.47,60400.00
Shchapovskoye,panel,2,41.47,43000.00
Krasnopakhorskoye,brick,4,41.47,77700.00
Krasnopakhorskoye,monolith,1,41.47,68300.00
Krasnopakhorskoye,brick,1,41.47,82600.00
Krasnopakhorskoye,panel,1,41.48,63200.00
Krasnopakhorskoye,brick,2,41.48,86800.00
Krasnopakhorskoye,modern_panel,2,41.48,75500.00
Shchapovskoye,khrushchev,2,41.49,32300.00
Krasnopakhorskoye,brick,2,41.49,58700.00
Krasnopakhorskoye,panel,2,41.49,50300.00
Shchapovskoye,panel,2,41.5,51400.00
Shchapovskoye,monolith,3,41.53,51900.00
Shchapovskoye,modern_panel,2,41.53,49800.00
Shchapovskoye,modern_panel,3,41.53,62400.00
Krasnopakhorskoye,brick,2,41.54,57800.00
Krasnopakhorskoye,modern_panel,2,41.54,82700.00
Krasnopakhorskoye,panel,2,41.54,39300.00
Shchapovskoye,modern_panel,1,41.55,40700.00
Krasnopakhorskoye,panel,3,41.55,69000.00
Shchapovskoye,monolith,3,41.55,62800.00
Shchapovskoye,monolith,4,41.55,57100.00
Krasnopakhorskoye,modern_panel,1,41.56,60200.00
Shchapovskoye,monolith,1,41.56,66600.00
Krasnopakhorskoye,panel,1,41.57,57400.00
Krasnopakhorskoye,brick,2,41.57,83100.00
Shchapovskoye,modern_panel,4,41.58,61000.00
Shchapovskoye,khrushchev,1,41.58,40000.00
Krasnopakhorskoye,modern_panel,3,41.6,67500.00
Krasnopakhorskoye,brick,3,41.6,56700.00
Shchapovskoye,panel,2,41.6,43800.00
Krasnopakhorskoye,khrushchev,1,41.61,44600.00
Shchapovskoye,monolith,2,41.61,58300.00
Krasnopakhorskoye,monolith,1,41.62,67100.00
Krasnopakhorskoye,khrushchev,1,41.62,70800.00
Krasnopakhorskoye,stalin,4,41.63,87300.00
Shchapovskoye,modern_panel,2,41.63,57400.00
Shchapovskoye,monolith,2,41.64,61700.00
Krasnopakhorskoye,khrushchev,1,41.65,67500.00
Shchapovskoye,brick,1,41.66,40200.00
Shchapovskoye,brick,5,41.66,58500.00
Shchapovskoye,brick,2,41.67,56400.00
Shchapovskoye,panel,1,41.67,39500.00
Krasnopakhorskoye,panel,2,41.68,54800.00
Shchapovskoye,stalin,1,41.68,48200.00
Shchapovskoye,brick,2,41.68,54100.00
Krasnopakhorskoye,monolith,1,41.68,69000.00
Shchapovskoye,brick,5,41.68,45500.00
Krasnopakhorskoye,monolith,2,41.69,47400.00
Shchapovskoye,modern_panel,4,41.7,53700.00
Krasnopakhorskoye,brick,2,41.71,59100.00
Shchapovskoye,monolith,3,41.71,70900.00
Shchapovskoye,khrushchev,2,41.72,51300.00
Krasnopakhorskoye,khrushchev,2,41.72,85300.00
Shchapovskoye,brick,2,41.73,56100.00
Krasnopakhorskoye,monolith,1,41.73,75800.00
Krasnopakhorskoye,monolith,3,41.73,47100.00
Krasnopakhorskoye,brick,3,41.74,65300.00
Shchapovskoye,panel,1,41.74,38800.00
Krasnopakhorskoye,modern_panel,2,41.75,65400.00
Shchapovskoye,brick,3,41.75,51600.00
Krasnopakhorskoye,khrushchev,2,41.75,35100.00
Krasnopakhorskoye,brick,1,41.77,64100.00
Shchapovskoye,panel,3,41.78,61200.00
Krasnopakhorskoye,panel,1,41.79,71100.00
Shchapovskoye,brick,4,41.8,79000.00
Shchapovskoye,khrushchev,2,41.82,48000.00
Shchapovskoye,khrushchev,3,41.82,52800.00
Shchapovskoye,monolith,3,41.84,46300.00
Shchapovskoye,khrushchev,2,41.84,49600.00
Shchapovskoye,stalin,3,41.85,75800.00
Shchapovskoye,monolith,2,41.86,72000.00
Krasnopakhorskoye,monolith,3,41.86,105500.00
Shchapovskoye,monolith,5,41.86,64800.00
Shchapovskoye,modern_panel,3,41.86,54600.00
Krasnopakhorskoye,monolith,2,41.87,57000.00
Shchapovskoye,monolith,2,41.89,50600.00
Shchapovskoye,panel,4,41.9,56700.00
Krasnopakhorskoye,stalin,2,41.9,61600.00
Shchapovskoye,khrushchev,4,41.92,59200.00
Krasnopakhorskoye,khrushchev,1,41.92,51400.00
Shchapovskoye,khrushchev,1,41.92,48600.00
Shchapovskoye,monolith,1,41.93,65000.00
Shchapovskoye,modern_panel,2,41.96,64600.00
Shchapovskoye,panel,1,41.96,68900.00
Shchapovskoye,monolith,1,41.97,60200.00
Shchapovskoye,monolith,2,41.97,56500.00
Shchapovskoye,brick,1,41.98,57800.00
Krasnopakhorskoye,modern_panel,2,41.98,43600.00
Shchapovskoye,panel,3,41.98,55100.00
Shchapovskoye,modern_panel,2,41.98,52700.00
Krasnopakhorskoye,modern_panel,1,41.98,77100.00
Krasnopakhorskoye,khrushchev,1,41.99,54100.00
Shchapovskoye,modern_panel,1,42,50900.00
Krasnopakhorskoye,panel,4,42.01,60000.00
Shchapovskoye,monolith,2,42.02,57200.00
Shchapovskoye,brick,3,42.02,70500.00
Shchapovskoye,khrushchev,1,42.02,39200.00
Shchapovskoye,panel,2,42.02,47700.00
Shchapovskoye,panel,2,42.03,78300.00
Shchapovskoye,khrushchev,1,42.04,41100.00
Krasnopakhorskoye,modern_panel,1,42.05,60500.00
Krasnopakhorskoye,monolith,1,42.05,67600.00
Krasnopakhorskoye,panel,1,42.07,48100.00
Shchapovskoye,khrushchev,2,42.08,68400.00
Shchapovskoye,brick,2,42.09,77600.00
Shchapovskoye,panel,2,42.09,55800.00
Shchapovskoye,panel,2,42.11,36200.00
Shchapovskoye,monolith,1,42.11,62000.00
Shchapovskoye,panel,3,42.11,52100.00
Shchapovskoye,brick,4,42.11,55300.00
Krasnopakhorskoye,stalin,1,42.12,82000.00
Shchapovskoye,monolith,2,42.13,63400.00
Krasnopakhorskoye,stalin,1,42.13,101000.00
Shchapovskoye,brick,1,42.13,39800.00
Krasnopakhorskoye,panel,3,42.13,64800.00
Shchapovskoye,panel,1,42.13,51100.00
Shchapovskoye,stalin,3,42.15,52900.00
Shchapovskoye,modern_panel,1,42.16,75500.00
Shchapovskoye,khrushchev,3,42.17,48400.00
Krasnopakhorskoye,monolith,3,42.17,60400.00
Shchapovskoye,monolith,1,42.17,70700.00
Krasnopakhorskoye,panel,1,42.19,71200.00
Krasnopakhorskoye,modern_panel,3,42.19,80200.00
Shchapovskoye,panel,1,42.19,44200.00
Krasnopakhorskoye,modern_panel,2,42.19,62400.00
Krasnopakhorskoye,brick,2,42.22,95400.00
Krasnopakhorskoye,khrushchev,3,42.22,50100.00
Shchapovskoye,modern_panel,2,42.22,59300.00
Shchapovskoye,brick,2,42.24,81500.00
Shchapovskoye,brick,1,42.24,41300.00
Krasnopakhorskoye,stalin,1,42.25,68300.00
Shchapovskoye,modern_panel,1,42.26,65700.00
Shchapovskoye,brick,2,42.26,63100.00
Krasnopakhorskoye,modern_panel,2,42.26,51300.00
Krasnopakhorskoye,modern_panel,4,42.27,71200.00
Shchapovskoye,monolith,1,42.28,68200.00
Shchapovskoye,panel,2,42.29,49500.00
Krasnopakhorskoye,panel,2,42.29,62300.00
Shchapovskoye,panel,4,42.3,44300.00
Krasnopakhorskoye,khrushchev,1,42.32,58700.00
Shchapovskoye,panel,1,42.32,65800.00
Shchapovskoye,modern_panel,1,42.33,47200.00
Shchapovskoye,brick,3,42.33,63500.00
Shchapovskoye,khrushchev,1,42.33,36700.00
Shchapovskoye,modern_panel,1,42.34,52400.00
Shchapovskoye,monolith,2,42.35,59600.00
Shchapovskoye,brick,1,42.36,57200.00
Shchapovskoye,panel,2,42.36,67300.00
Shchapovskoye,monolith,1,42.37,48400.00
Shchapovskoye,monolith,3,42.38,71800.00
Krasnopakhorskoye,khrushchev,4,42.38,28500.00
Krasnopakhorskoye,monolith,2,42.39,57900.00
Shchapovskoye,khrushchev,2,42.39,25200.00
Shchapovskoye,stalin,2,42.4,61600.00
Shchapovskoye,khrushchev,1,42.42,49400.00
Shchapovskoye,panel,3,42.43,58400.00
Krasnopakhorskoye,panel,1,42.44,57600.00
Shchapovskoye,monolith,2,42.44,65600.00
Shchapovskoye,panel,3,42.45,78200.00
Krasnopakhorskoye,monolith,5,42.45,61100.00
Shchapovskoye,khrushchev,1,42.46,60300.00
Krasnopakhorskoye,panel,1,42.47,63700.00
Shchapovskoye,modern_panel,4,42.48,53700.00
Shchapovskoye,monolith,2,42.48,50500.00
Shchapovskoye,stalin,2,42.48,66400.00
Shchapovskoye,brick,1,42.48,65700.00
Krasnopakhorskoye,panel,2,42.49,61450.00
Krasnopakhorskoye,brick,1,42.49,67200.00
Shchapovskoye,khrushchev,1,42.5,44100.00
Shchapovskoye,panel,2,42.53,35400.00
Shchapovskoye,monolith,3,42.54,58600.00
Shchapovskoye,modern_panel,2,42.55,39800.00
Shchapovskoye,panel,2,42.55,57400.00
Mikhaylovo-Yartsevskoye,panel,2,42.56,54400.00
Krasnopakhorskoye,brick,2,42.57,35800.00
Shchapovskoye,khrushchev,3,42.57,42700.00
Shchapovskoye,panel,1,42.58,59500.00
Shchapovskoye,panel,4,42.59,41900.00
Mikhaylovo-Yartsevskoye,modern_panel,1,42.6,65400.00
Shchapovskoye,monolith,2,42.6,56400.00
Shchapovskoye,panel,2,42.61,49200.00
Shchapovskoye,brick,2,42.61,38800.00
Shchapovskoye,stalin,2,42.62,95000.00
Shchapovskoye,brick,2,42.63,44600.00
Shchapovskoye,panel,2,42.63,51800.00
Krasnopakhorskoye,modern_panel,1,42.63,65400.00
Shchapovskoye,khrushchev,1,42.64,32100.00
Shchapovskoye,panel,1,42.67,53400.00
Shchapovskoye,stalin,1,42.67,104900.00
Shchapovskoye,khrushchev,1,42.68,61400.00
Shchapovskoye,monolith,2,42.69,64800.00
Shchapovskoye,panel,2,42.69,36100.00
Shchapovskoye,monolith,3,42.7,70700.00
Krasnopakhorskoye,monolith,1,42.7,64800.00
Shchapovskoye,monolith,1,42.7,57900.00
Shchapovskoye,monolith,3,42.71,67400.00
Shchapovskoye,khrushchev,5,42.71,46000.00
Shchapovskoye,khrushchev,3,42.72,61300.00
Shchapovskoye,panel,1,42.74,58900.00
Shchapovskoye,modern_panel,3,42.74,51900.00
Shchapovskoye,panel,3,42.75,62500.00
Shchapovskoye,panel,4,42.75,35500.00
Shchapovskoye,brick,2,42.76,62900.00
Shchapovskoye,brick,1,42.77,69400.00
Shchapovskoye,monolith,3,42.78,38900.00
Shchapovskoye,panel,2,42.79,37500.00
Krasnopakhorskoye,khrushchev,2,42.8,53900.00
Shchapovskoye,stalin,2,42.8,92600.00
Shchapovskoye,brick,4,42.81,54300.00
Shchapovskoye,stalin,3,42.82,63200.00
Shchapovskoye,brick,5,42.82,58300.00
Krasnopakhorskoye,khrushchev,1,42.82,64400.00
Shchapovskoye,modern_panel,1,42.82,60400.00
Shchapovskoye,monolith,1,42.84,58800.00
Shchapovskoye,monolith,2,42.85,67700.00
Krasnopakhorskoye,monolith,3,42.86,74700.00
Mikhaylovo-Yartsevskoye,khrushchev,1,42.88,37800.00
Shchapovskoye,modern_panel,3,42.88,55300.00
Shchapovskoye,panel,2,42.89,44700.00
Shchapovskoye,khrushchev,4,42.9,45800.00
Shchapovskoye,modern_panel,4,42.91,45100.00
Shchapovskoye,brick,2,42.92,43800.00
Krasnopakhorskoye,monolith,4,42.92,67900.00
Shchapovskoye,modern_panel,1,42.93,35600.00
Shchapovskoye,brick,2,42.94,76300.00
Shchapovskoye,brick,3,42.97,56700.00
Shchapovskoye,modern_panel,3,43.02,55100.00
Shchapovskoye,monolith,1,43.04,52700.00
Shchapovskoye,monolith,2,43.05,88500.00
Shchapovskoye,modern_panel,4,43.05,61000.00
Shchapovskoye,modern_panel,1,43.07,52000.00
Krasnopakhorskoye,khrushchev,1,43.08,55800.00
Shchapovskoye,modern_panel,2,43.09,60500.00
Shchapovskoye,stalin,1,43.09,96900.00
Shchapovskoye,panel,2,43.11,52300.00
Shchapovskoye,monolith,3,43.11,73600.00
Shchapovskoye,monolith,1,43.12,68300.00
Shchapovskoye,panel,2,43.12,54800.00
Shchapovskoye,brick,3,43.12,75800.00
Krasnopakhorskoye,stalin,1,43.12,92600.00
Shchapovskoye,panel,1,43.13,47600.00
Krasnopakhorskoye,monolith,3,43.13,73400.00
Shchapovskoye,stalin,1,43.13,114300.00
Shchapovskoye,monolith,4,43.14,79100.00
Shchapovskoye,panel,1,43.15,49500.00
Shchapovskoye,stalin,2,43.15,61200.00
Shchapovskoye,panel,3,43.15,62800.00
Shchapovskoye,stalin,1,43.15,50100.00
Shchapovskoye,khrushchev,4,43.15,31700.00
Mikhaylovo-Yartsevskoye,modern_panel,2,43.16,59900.00
Shchapovskoye,monolith,3,43.16,83700.00
Shchapovskoye,khrushchev,2,43.16,57800.00
Shchapovskoye,monolith,2,43.19,71400.00
Shchapovskoye,panel,3,43.19,56000.00
Mikhaylovo-Yartsevskoye,panel,3,43.21,53700.00
Shchapovskoye,modern_panel,2,43.23,68000.00
Krasnopakhorskoye,panel,3,43.23,62000.00
Shchapovskoye,khrushchev,4,43.23,66500.00
Shchapovskoye,khrushchev,1,43.23,40900.00
Shchapovskoye,panel,3,43.24,37400.00
Krasnopakhorskoye,panel,2,43.24,42600.00
Shchapovskoye,brick,2,43.24,48000.00
Shchapovskoye,brick,5,43.25,50700.00
Shchapovskoye,monolith,2,43.25,59700.00
Shchapovskoye,modern_panel,1,43.25,49100.00
Shchapovskoye,khrushchev,3,43.26,68600.00
Shchapovskoye,khrushchev,2,43.28,52200.00
Shchapovskoye,monolith,3,43.29,54800.00
Shchapovskoye,khrushchev,3,43.29,33800.00
Shchapovskoye,stalin,3,43.29,66500.00
Shchapovskoye,panel,4,43.31,47500.00
Shchapovskoye,panel,3,43.34,46200.00
Krasnopakhorskoye,monolith,3,43.34,52200.00
Krasnopakhorskoye,brick,2,43.35,44100.00
Shchapovskoye,modern_panel,2,43.39,47600.00
Shchapovskoye,khrushchev,1,43.4,50700.00
Shchapovskoye,modern_panel,3,43.4,48900.00
Shchapovskoye,brick,3,43.41,56100.00
Shchapovskoye,monolith,1,43.42,76300.00
Shchapovskoye,panel,2,43.43,40900.00
Mikhaylovo-Yartsevskoye,monolith,1,43.44,57200.00
Shchapovskoye,panel,4,43.44,49400.00
Shchapovskoye,modern_panel,2,43.45,86200.00
Shchapovskoye,panel,2,43.46,46800.00
Shchapovskoye,khrushchev,2,43.47,44800.00
Mikhaylovo-Yartsevskoye,panel,2,43.47,45300.00
Shchapovskoye,panel,2,43.47,37400.00
Shchapovskoye,brick,3,43.5,67700.00
Mikhaylovo-Yartsevskoye,modern_panel,5,43.5,52800.00
Krasnopakhorskoye,brick,2,43.51,64000.00
Mikhaylovo-Yartsevskoye,modern_panel,1,43.51,69700.00
Shchapovskoye,khrushchev,1,43.51,52600.00
Shchapovskoye,monolith,2,43.54,75500.00
Shchapovskoye,panel,2,43.54,36900.00
Shchapovskoye,modern_panel,2,43.56,62100.00
Krasnopakhorskoye,khrushchev,1,43.56,41600.00
Shchapovskoye,stalin,2,43.57,68400.00
Mikhaylovo-Yartsevskoye,brick,2,43.57,77400.00
Shchapovskoye,monolith,3,43.57,63000.00
Shchapovskoye,brick,1,43.59,62200.00
Shchapovskoye,stalin,1,43.6,92900.00
Krasnopakhorskoye,panel,2,43.61,53600.00
Shchapovskoye,monolith,1,43.62,49000.00
Shchapovskoye,modern_panel,2,43.62,38800.00
Mikhaylovo-Yartsevskoye,monolith,1,43.63,74800.00
Shchapovskoye,monolith,1,43.63,63700.00
Shchapovskoye,modern_panel,3,43.66,87000.00
Shchapovskoye,brick,1,43.66,55600.00
Shchapovskoye,panel,2,43.68,61300.00
Shchapovskoye,panel,2,43.69,42200.00
Mikhaylovo-Yartsevskoye,modern_panel,2,43.7,47200.00
Shchapovskoye,monolith,2,43.71,54200.00
Shchapovskoye,stalin,2,43.73,66700.00
Shchapovskoye,modern_panel,3,43.74,60000.00
Shchapovskoye,brick,5,43.75,47200.00
Mikhaylovo-Yartsevskoye,khrushchev,1,43.75,62200.00
Shchapovskoye,modern_panel,3,43.76,42500.00
Shchapovskoye,khrushchev,2,43.76,46000.00
Shchapovskoye,brick,1,43.77,51500.00
Shchapovskoye,stalin,2,43.8,60100.00
Shchapovskoye,monolith,5,43.82,59700.00
Shchapovskoye,khrushchev,1,43.84,46700.00
Mikhaylovo-Yartsevskoye,panel,2,43.87,53100.00
Shchapovskoye,panel,2,43.87,63200.00
Shchapovskoye,modern_panel,5,43.87,62200.00
Shchapovskoye,panel,1,43.88,45100.00
Shchapovskoye,brick,3,43.89,47600.00
Shchapovskoye,khrushchev,2,43.89,36100.00
Shchapovskoye,panel,1,43.89,45000.00
Shchapovskoye,panel,5,43.91,47800.00
Shchapovskoye,monolith,2,43.93,69300.00
Mikhaylovo-Yartsevskoye,monolith,3,43.93,58500.00
Mikhaylovo-Yartsevskoye,brick,2,43.95,52200.00
Shchapovskoye,brick,2,43.95,52800.00
Shchapovskoye,brick,3,43.95,63700.00
Shchapovskoye,khrushchev,2,43.96,53400.00
Mikhaylovo-Yartsevskoye,panel,2,43.97,83700.00
Shchapovskoye,stalin,1,44,67800.00
Shchapovskoye,modern_panel,3,44.01,70500.00
Shchapovskoye,modern_panel,1,44.01,54200.00
Shchapovskoye,brick,2,44.01,70200.00
Shchapovskoye,modern_panel,2,44.01,40700.00
Shchapovskoye,brick,2,44.02,74600.00
Mikhaylovo-Yartsevskoye,khrushchev,2,44.02,40800.00
Mikhaylovo-Yartsevskoye,khrushchev,2,44.04,32900.00
Shchapovskoye,monolith,1,44.05,46100.00
Mikhaylovo-Yartsevskoye,stalin,3,44.07,73100.00
Shchapovskoye,modern_panel,1,44.07,49400.00
Shchapovskoye,brick,2,44.07,78400.00
Mikhaylovo-Yartsevskoye,brick,2,44.1,59100.00
Shchapovskoye,brick,1,44.12,54400.00
Mikhaylovo-Yartsevskoye,panel,1,44.14,45100.00
Shchapovskoye,brick,3,44.15,55400.00
Shchapovskoye,modern_panel,2,44.15,78000.00
Shchapovskoye,brick,2,44.16,73000.00
Shchapovskoye,stalin,2,44.19,46900.00
Shchapovskoye,modern_panel,2,44.2,56000.00
Mikhaylovo-Yartsevskoye,panel,3,44.21,43800.00
Shchapovskoye,monolith,1,44.22,61300.00
Mikhaylovo-Yartsevskoye,khrushchev,2,44.24,49800.00
Shchapovskoye,khrushchev,2,44.25,29500.00
Mikhaylovo-Yartsevskoye,monolith,4,44.25,61600.00
Shchapovskoye,panel,1,44.26,56900.00
Mikhaylovo-Yartsevskoye,monolith,1,44.26,63100.00
Shchapovskoye,modern_panel,3,44.28,43300.00
Shchapovskoye,modern_panel,2,44.28,43300.00
Mikhaylovo-Yartsevskoye,stalin,2,44.29,61700.00
Krasnopakhorskoye,modern_panel,1,44.3,73600.00
Shchapovskoye,panel,3,44.31,55200.00
Mikhaylovo-Yartsevskoye,khrushchev,1,44.31,45600.00
Shchapovskoye,monolith,2,44.31,73600.00
Mikhaylovo-Yartsevskoye,modern_panel,2,44.32,46500.00
Mikhaylovo-Yartsevskoye,khrushchev,3,44.34,54400.00
Mikhaylovo-Yartsevskoye,brick,3,44.34,87900.00
Mikhaylovo-Yartsevskoye,panel,2,44.35,44800.00
Shchapovskoye,khrushchev,1,44.36,38900.00
Shchapovskoye,modern_panel,1,44.36,39200.00
Mikhaylovo-Yartsevskoye,modern_panel,1,44.37,48200.00
Pervomayskoye,monolith,1,44.37,54000.00
Shchapovskoye,brick,3,44.39,45100.00
Shchapovskoye,brick,2,44.4,73500.00
Pervomayskoye,brick,2,44.42,62100.00
Mikhaylovo-Yartsevskoye,monolith,1,44.43,59000.00
Shchapovskoye,panel,2,44.44,68400.00
Shchapovskoye,brick,2,44.45,72000.00
Mikhaylovo-Yartsevskoye,khrushchev,1,44.48,47400.00
Mikhaylovo-Yartsevskoye,modern_panel,2,44.48,43900.00
Mikhaylovo-Yartsevskoye,panel,1,44.48,55300.00
Mikhaylovo-Yartsevskoye,khrushchev,3,44.49,43400.00
Shchapovskoye,monolith,2,44.49,79200.00
Mikhaylovo-Yartsevskoye,modern_panel,2,44.49,55300.00
Shchapovskoye,stalin,1,44.49,74100.00
Mikhaylovo-Yartsevskoye,khrushchev,1,44.5,46400.00
Mikhaylovo-Yartsevskoye,brick,1,44.5,59300.00
Shchapovskoye,stalin,2,44.5,72100.00
Mikhaylovo-Yartsevskoye,brick,3,44.5,39500.00
Shchapovskoye,stalin,2,44.52,68200.00
Mikhaylovo-Yartsevskoye,panel,2,44.53,33200.00
Mikhaylovo-Yartsevskoye,monolith,5,44.54,53900.00
Mikhaylovo-Yartsevskoye,brick,1,44.54,50400.00
Shchapovskoye,modern_panel,1,44.54,47500.00
Mikhaylovo-Yartsevskoye,panel,1,44.54,78200.00
Shchapovskoye,khrushchev,2,44.55,54000.00
Mikhaylovo-Yartsevskoye,monolith,1,44.57,64200.00
Mikhaylovo-Yartsevskoye,monolith,3,44.58,62200.00
Shchapovskoye,modern_panel,1,44.6,57500.00
Shchapovskoye,modern_panel,1,44.61,60800.00
Mikhaylovo-Yartsevskoye,stalin,1,44.62,82500.00
Shchapovskoye,stalin,4,44.63,74300.00
Shchapovskoye,modern_panel,3,44.63,48000.00
Mikhaylovo-Yartsevskoye,khrushchev,2,44.65,42900.00
Shchapovskoye,brick,4,44.65,76500.00
Shchapovskoye,panel,3,44.65,37900.00
Mikhaylovo-Yartsevskoye,monolith,1,44.66,67500.00
Mikhaylovo-Yartsevskoye,monolith,2,44.67,58400.00
Shchapovskoye,monolith,2,44.67,54200.00
Mikhaylovo-Yartsevskoye,brick,3,44.69,51700.00
Shchapovskoye,brick,1,44.7,62400.00
Mikhaylovo-Yartsevskoye,panel,1,44.7,55400.00
Mikhaylovo-Yartsevskoye,khrushchev,3,44.73,60700.00
Pervomayskoye,brick,3,44.73,55900.00
Mikhaylovo-Yartsevskoye,panel,5,44.75,61500.00
Shchapovskoye,brick,1,44.76,50300.00
Shchapovskoye,khrushchev,2,44.77,47100.00
Shchapovskoye,panel,1,44.77,31200.00
Mikhaylovo-Yartsevskoye,modern_panel,5,44.77,65600.00
Mikhaylovo-Yartsevskoye,panel,2,44.78,61100.00
Mikhaylovo-Yartsevskoye,modern_panel,4,44.79,46100.00
Mikhaylovo-Yartsevskoye,monolith,4,44.8,63100.00
