YEAR_MONTH,DISTRICT,OKRUG,SECONDARY_PRICE_PER_SQM,RENTAL_PRICE_PER_SQM_MONTHLY,AVG_MORTGAGE_RATE_PCT
2025-04,Koptevo,SAO,304100,1267,23.5
2025-04,Moskvorechye-Saburovo,YuAO,280800,1170,23.5
2025-04,Zyuzino,YuZAO,379800,1582,23.5
2025-04,Lianozovo,SVAO,266600,1111,23.5
2025-04,Severny,SVAO,246700,1028,23.5
2025-04,Krasnopakhorskoye,TAO,127800,533,23.5
2025-04,Moskovsky,NAO,225200,938,23.5
2025-04,Dorogomilovo,ZAO,553800,2307,23.5
2025-04,Danilovsky,YuAO,341500,1423,23.5
2025-04,Prospekt Vernadskogo,ZAO,496500,2069,23.5
2025-05,Begovoy,SAO,378700,1578,23.5
2025-05,Cheryomushki,YuZAO,395200,1647,23.5
2025-05,Ochakovo-Matveyevskoye,ZAO,367900,1533,23.5
2025-05,Arbat,CAO,746000,3108,23.5
2025-05,Golovinsky,SAO,294000,1225,23.5
2025-05,Nagatinsky Zaton,YuAO,327800,1366,23.5
2025-05,Pervomayskoye,TAO,123400,514,23.5
2025-05,Tagansky,CAO,566400,2360,23.5
2025-05,Tsaritsyno,YuAO,287800,1199,23.5
2025-05,Molzhaninovsky,SAO,234900,979,23.5
2025-05,Sokolinaya Gora,VAO,282900,1179,23.5
2025-05,Biryulyovo Vostochnoye,YuAO,246700,1028,23.5
2025-05,Vnukovo,ZAO,291200,1213,23.5
2025-05,Kievsky,TAO,108900,454,23.5
2025-05,Vostochnoye Izmaylovo,VAO,279400,1164,23.5
2025-05,Bibirevo,SVAO,277200,1155,23.5
2025-05,Novofyodorovskoye,TAO,109800,458,23.5
2025-05,Losinoostrovsky,SVAO,281000,1171,23.5
2025-05,Timiryazevsky,SAO,338200,1409,23.5
2025-05,Biryulyovo Zapadnoye,YuAO,242100,1009,23.5
2025-05,Voronovskoye,TAO,113100,471,23.5
2025-05,Nagorny,YuAO,311900,1299,23.5
2025-05,Filimonkovskoye,NAO,189700,790,23.5
2025-05,Khoroshyovo-Mnyovniki,SZAO,395100,1646,23.5
2025-05,Golyanovo,VAO,257700,1074,23.5
2025-05,Koptevo,SAO,302600,1261,23.5
2025-05,Desyonovskoye,NAO,210400,877,23.5
2025-05,Aeroport,SAO,330800,1378,23.5
2025-05,Obruchevsky,YuZAO,401600,1673,23.5
2025-05,Butyrsky,SVAO,314400,1310,23.5
2025-05,Novokosino,VAO,269400,1122,23.5
2025-05,Zyuzino,YuZAO,363300,1514,23.5
2025-05,Maryina Roshcha,SVAO,351600,1465,23.5
2025-05,Zamoskvorechye,CAO,578300,2409,23.5
2025-05,Prospekt Vernadskogo,ZAO,495400,2064,23.5
2025-05,Levoberezhny,SAO,288000,1200,23.5
2025-05,Khoroshyovsky,SAO,396000,1650,23.5
2025-05,Veshnyaki,VAO,257600,1073,23.5
2025-05,Novo-Peredelkino,ZAO,288200,1201,23.5
2025-05,Yuzhnoye Medvedkovo,SVAO,289300,1205,23.5
2025-05,Troparyovo-Nikulino,ZAO,435600,1815,23.5
2025-05,Sosenskoye,NAO,220300,918,23.5
2025-05,Mitino,SZAO,332500,1385,23.5
2025-05,Voskresenskoye,NAO,219100,913,23.5
2025-05,Gagarinsky,YuZAO,481000,2004,23.5
2025-05,Krasnoselsky,CAO,536300,2235,23.5
2025-05,Perovo,VAO,290400,1210,23.5
2025-05,Meshchansky,CAO,576500,2402,23.5
2025-05,Kotlovka,YuZAO,386000,1608,23.5
2025-05,Basmanny,CAO,556400,2318,23.5
2025-05,Donskoy,YuAO,367800,1533,23.5
2025-05,Klyonovskoye,TAO,106400,444,23.5
2025-05,Lianozovo,SVAO,271500,1131,23.5
2025-05,Mozhaysky,ZAO,363200,1513,23.5
2025-05,Ryazanovskoye,NAO,178500,744,23.5
2025-05,Sokol,SAO,368800,1537,23.5
2025-05,Marushkinskoye,NAO,165500,690,23.5
2025-05,Strogino,SZAO,408400,1701,23.5
2025-05,Krasnopakhorskoye,TAO,126300,526,23.5
2025-05,Chertanovo Tsentralnoye,YuAO,261300,1089,23.5
2025-05,Dorogomilovo,ZAO,562900,2345,23.5
2025-05,Sokolniki,VAO,334300,1393,23.5
2025-05,Kokoshkino,NAO,178000,742,23.5
2025-05,Ivanovskoye,VAO,273700,1141,23.5
2025-05,Ramenki,ZAO,517200,2155,23.5
2025-05,Altufyevsky,SVAO,267600,1115,23.5
2025-05,Zelenograd,ZelAO,195100,813,23.5
2025-05,Moskovsky,NAO,231300,964,23.5
2025-05,Shchukino,SZAO,412400,1718,23.5
2025-05,Akademichesky,YuZAO,438300,1826,23.5
2025-05,Brateyevo,YuAO,251200,1047,23.5
2025-05,Danilovsky,YuAO,334400,1393,23.5
2025-05,Marfino,SVAO,286600,1194,23.5
2025-05,Fili-Davydkovo,ZAO,408000,1700,23.5
2025-05,Voykovsky,SAO,311700,1299,23.5
2025-05,Severny,SVAO,242600,1011,23.5
2025-05,Mikhaylovo-Yartsevskoye,TAO,111800,466,23.5
2025-05,Nagatino-Sadovniki,YuAO,315000,1313,23.5
2025-05,Krylatskoye,SZAO,452300,1884,23.5
2025-05,Dmitrovsky,SAO,259700,1082,23.5
2025-05,Otradnoye,SVAO,296300,1235,23.5
2025-05,Alekseevsky,SVAO,351300,1464,23.5
2025-05,Severnoye Butovo,YuZAO,332500,1385,23.5
2025-05,Rostokino,SVAO,277200,1155,23.5
2025-05,Lomonosovsky,YuZAO,494600,2061,23.5
2025-05,Yuzhnoye Butovo,YuZAO,295000,1229,23.5
2025-05,Tverskoy,CAO,748600,3119,23.5
2025-05,Yuzhnoye Tushino,SZAO,322400,1343,23.5
2025-05,Orekhovo-Borisovo Severnoye,YuAO,241800,1007,23.5
2025-05,Zyablikovo,YuAO,248500,1035,23.5
2025-05,Yaroslavsky,SVAO,267000,1112,23.5
2025-05,Yasenevo,YuZAO,352900,1470,23.5
2025-05,Sviblovo,SVAO,284800,1186,23.5
2025-05,Severnoye Izmaylovo,VAO,289000,1204,23.5
2025-05,Severnoye Tushino,SZAO,330800,1378,23.5
2025-05,Metrogorodok,VAO,252000,1050,23.5
2025-05,Khamovniki,CAO,750300,3126,23.5
2025-05,Izmaylovo,VAO,305700,1274,23.5
2025-05,Chertanovo Yuzhnoye,YuAO,248000,1034,23.5
2025-05,Kosino-Ukhtomsky,VAO,243300,1014,23.5
2025-05,Novogireyevo,VAO,281600,1173,23.5
2025-05,Vostochny,VAO,231400,964,23.5
2025-05,Severnoye Medvedkovo,SVAO,293800,1224,23.5
2025-05,Yakimanka,CAO,665500,2773,23.5
2025-05,Moskvorechye-Saburovo,YuAO,291300,1214,23.5
2025-05,Chertanovo Severnoye,YuAO,283900,1183,23.5
2025-05,Preobrazhenskoye,VAO,310300,1293,23.5
2025-05,Ostankinsky,SVAO,354300,1476,23.5
2025-05,Pokrovskoye-Streshnevo,SZAO,346300,1443,23.5
2025-05,Solntsevo,ZAO,341300,1422,23.5
2025-05,Vnukovskoye,NAO,220200,917,23.5
2025-05,Khovrino,SAO,278300,1160,23.5
2025-05,Kurkino,SZAO,386900,1612,23.5
2025-05,Shcherbinka,NAO,210300,876,23.5
2025-05,Kuntsevo,ZAO,403900,1683,23.5
2025-05,Shchapovskoye,TAO,113700,474,23.5
2025-05,Filyovsky Park,ZAO,438400,1827,23.5
2025-05,Konkovo,YuZAO,373500,1556,23.5
2025-05,Presnensky,CAO,708100,2950,23.5
2025-05,Bogorodskoye,VAO,283800,1183,23.5
2025-05,Savyolovsky,SAO,376400,1568,23.5
2025-05,Troitsk,TAO,158000,658,23.5
2025-05,Mosrentgen,NAO,221400,922,23.5
2025-05,Tyoply Stan,YuZAO,320200,1334,23.5
2025-05,Rogovskoye,TAO,112200,468,23.5
2025-05,Orekhovo-Borisovo Yuzhnoye,YuAO,255200,1063,23.5
2025-05,Zapadnoye Degunino,SAO,270300,1126,23.5
2025-05,Beskudnikovsky,SAO,268800,1120,23.5
2025-05,Babushkinsky,SVAO,292600,1219,23.5
2025-06,Perovo,VAO,279100,1163,23.5
2025-06,Biryulyovo Vostochnoye,YuAO,240300,1001,23.5
2025-06,Zamoskvorechye,CAO,631100,2629,23.5
2025-06,Begovoy,SAO,403500,1681,23.5
2025-06,Dmitrovsky,SAO,263800,1099,23.5
2025-06,Veshnyaki,VAO,259800,1082,23.5
2025-06,Golovinsky,SAO,286600,1194,23.5
2025-06,Kurkino,SZAO,364200,1517,23.5
2025-06,Marfino,SVAO,281500,1173,23.5
2025-06,Akademichesky,YuZAO,431700,1799,23.5
2025-06,Presnensky,CAO,683500,2848,23.5
2025-06,Losinoostrovsky,SVAO,281600,1173,23.5
2025-06,Vostochnoye Izmaylovo,VAO,283400,1181,23.5
2025-06,Troparyovo-Nikulino,ZAO,423800,1766,23.5
2025-06,Filyovsky Park,ZAO,447400,1864,23.5
2025-06,Krylatskoye,SZAO,433800,1807,23.5
2025-06,Troitsk,TAO,152200,634,23.5
2025-06,Yuzhnoye Medvedkovo,SVAO,285700,1191,23.5
2025-06,Moskovsky,NAO,219700,915,23.5
2025-06,Sokolinaya Gora,VAO,289200,1205,23.5
2025-06,Severny,SVAO,242900,1012,23.5
2025-06,Nagatinsky Zaton,YuAO,349300,1455,23.5
2025-06,Voykovsky,SAO,316400,1318,23.5
2025-06,Kokoshkino,NAO,174900,729,23.5
2025-06,Zapadnoye Degunino,SAO,273500,1140,23.5
2025-06,Voronovskoye,TAO,115700,482,23.5
2025-06,Fili-Davydkovo,ZAO,419300,1747,23.5
2025-06,Butyrsky,SVAO,323100,1346,23.5
2025-06,Beskudnikovsky,SAO,279200,1163,23.5
2025-06,Lianozovo,SVAO,260000,1083,23.5
2025-06,Vostochny,VAO,248500,1035,23.5
2025-06,Basmanny,CAO,546600,2278,23.5
2025-06,Sosenskoye,NAO,226900,945,23.5
2025-06,Sokolniki,VAO,328100,1367,23.5
2025-06,Yuzhnoye Butovo,YuZAO,296100,1234,23.5
2025-06,Chertanovo Severnoye,YuAO,273300,1139,23.5
2025-06,Koptevo,SAO,310000,1292,23.5
2025-06,Klyonovskoye,TAO,109300,455,23.5
2025-06,Preobrazhenskoye,VAO,294600,1227,23.5
2025-06,Prospekt Vernadskogo,ZAO,468000,1950,23.5
2025-06,Chertanovo Tsentralnoye,YuAO,265200,1105,23.5
2025-06,Chertanovo Yuzhnoye,YuAO,257700,1074,23.5
2025-06,Severnoye Izmaylovo,VAO,270600,1127,23.5
2025-06,Ryazanovskoye,NAO,182900,762,23.5
2025-06,Yasenevo,YuZAO,374200,1559,23.5
2025-06,Marushkinskoye,NAO,160800,670,23.5
2025-06,Gagarinsky,YuZAO,477100,1988,23.5
2025-06,Mosrentgen,NAO,225100,938,23.5
2025-06,Lomonosovsky,YuZAO,493500,2056,23.5
2025-06,Otradnoye,SVAO,289400,1206,23.5
2025-06,Yakimanka,CAO,700300,2918,23.5
2025-06,Severnoye Butovo,YuZAO,319200,1330,23.5
2025-06,Mikhaylovo-Yartsevskoye,TAO,116200,484,23.5
2025-06,Moskvorechye-Saburovo,YuAO,283200,1180,23.5
2025-06,Ostankinsky,SVAO,337300,1405,23.5
2025-06,Pokrovskoye-Streshnevo,SZAO,376500,1569,23.5
2025-06,Timiryazevsky,SAO,332700,1386,23.5
2025-06,Vnukovskoye,NAO,220400,918,23.5
2025-06,Nagatino-Sadovniki,YuAO,297100,1238,23.5
2025-06,Alekseevsky,SVAO,346400,1443,23.5
2025-06,Shcherbinka,NAO,202600,844,23.5
2025-06,Novogireyevo,VAO,285200,1188,23.5
2025-06,Tverskoy,CAO,700900,2920,23.5
2025-06,Konkovo,YuZAO,361500,1506,23.5
2025-06,Mozhaysky,ZAO,359500,1498,23.5
2025-06,Strogino,SZAO,424100,1767,23.5
2025-06,Biryulyovo Zapadnoye,YuAO,248100,1034,23.5
2025-06,Molzhaninovsky,SAO,239700,999,23.5
2025-06,Babushkinsky,SVAO,278100,1159,23.5
2025-06,Ramenki,ZAO,480600,2002,23.5
2025-06,Shchukino,SZAO,393000,1638,23.5
2025-06,Golyanovo,VAO,258100,1076,23.5
2025-06,Danilovsky,YuAO,372900,1554,23.5
2025-06,Novokosino,VAO,265600,1107,23.5
2025-06,Khamovniki,CAO,785500,3273,23.5
2025-06,Dorogomilovo,ZAO,575500,2398,23.5
2025-06,Krasnopakhorskoye,TAO,130900,545,23.5
2025-06,Brateyevo,YuAO,247800,1032,23.5
2025-06,Kotlovka,YuZAO,377800,1574,23.5
2025-06,Sviblovo,SVAO,281600,1173,23.5
2025-06,Ivanovskoye,VAO,272300,1135,23.5
2025-06,Zelenograd,ZelAO,181700,757,23.5
2025-06,Sokol,SAO,386400,1610,23.5
2025-06,Rogovskoye,TAO,109100,455,23.5
2025-06,Donskoy,YuAO,372600,1552,23.5
2025-06,Altufyevsky,SVAO,254400,1060,23.5
2025-06,Zyablikovo,YuAO,261500,1090,23.5
2025-06,Bogorodskoye,VAO,293400,1222,23.5
2025-06,Rostokino,SVAO,289600,1207,23.5
2025-06,Severnoye Medvedkovo,SVAO,292500,1219,23.5
2025-06,Solntsevo,ZAO,298000,1242,23.5
2025-06,Metrogorodok,VAO,249100,1038,23.5
2025-06,Severnoye Tushino,SZAO,336700,1403,23.5
2025-06,Tyoply Stan,YuZAO,337800,1407,23.5
2025-06,Orekhovo-Borisovo Yuzhnoye,YuAO,247400,1031,23.5
2025-06,Yaroslavsky,SVAO,269900,1124,23.5
2025-06,Orekhovo-Borisovo Severnoye,YuAO,249700,1040,23.5
2025-06,Savyolovsky,SAO,378200,1576,23.5
2025-06,Yuzhnoye Tushino,SZAO,329000,1371,23.5
2025-06,Novofyodorovskoye,TAO,109800,458,23.5
2025-06,Khovrino,SAO,277600,1157,23.5
2025-06,Meshchansky,CAO,569600,2373,23.5
2025-06,Khoroshyovo-Mnyovniki,SZAO,394800,1645,23.5
2025-06,Shchapovskoye,TAO,115800,482,23.5
2025-06,Tagansky,CAO,535100,2230,23.5
2025-06,Tsaritsyno,YuAO,268100,1117,23.5
2025-06,Zyuzino,YuZAO,393100,1638,23.5
2025-06,Kuntsevo,ZAO,388900,1620,23.5
2025-06,Nagorny,YuAO,322100,1342,23.5
2025-06,Filimonkovskoye,NAO,178300,743,23.5
2025-06,Maryina Roshcha,SVAO,330600,1378,23.5
2025-06,Kievsky,TAO,110200,459,23.5
2025-06,Voskresenskoye,NAO,211900,883,23.5
2025-06,Levoberezhny,SAO,291500,1215,23.5
2025-06,Mitino,SZAO,313100,1305,23.5
2025-06,Cheryomushki,YuZAO,385900,1608,23.5
2025-06,Ochakovo-Matveyevskoye,ZAO,360500,1502,23.5
2025-06,Khoroshyovsky,SAO,411400,1714,23.5
2025-06,Obruchevsky,YuZAO,399600,1665,23.5
2025-06,Novo-Peredelkino,ZAO,304000,1267,23.5
2025-06,Kosino-Ukhtomsky,VAO,248900,1037,23.5
2025-06,Krasnoselsky,CAO,540700,2253,23.5
2025-06,Desyonovskoye,NAO,198700,828,23.5
2025-06,Arbat,CAO,723800,3016,23.5
2025-06,Bibirevo,SVAO,284200,1184,23.5
2025-06,Aeroport,SAO,357500,1490,23.5
2025-06,Izmaylovo,VAO,315100,1313,23.5
2025-06,Pervomayskoye,TAO,122300,510,23.5
2025-06,Vnukovo,ZAO,285000,1188,23.5
2025-07,Severnoye Izmaylovo,VAO,286800,1195,19.5
2025-07,Sokolinaya Gora,VAO,278200,1159,19.5
2025-07,Nagorny,YuAO,332500,1385,19.5
2025-07,Severnoye Tushino,SZAO,340500,1419,19.5
2025-07,Krasnopakhorskoye,TAO,128100,534,19.5
2025-07,Obruchevsky,YuZAO,393700,1641,19.5
2025-07,Voronovskoye,TAO,115100,480,19.5
2025-07,Marushkinskoye,NAO,167600,698,19.5
2025-07,Klyonovskoye,TAO,108400,452,19.5
2025-07,Yasenevo,YuZAO,372700,1553,19.5
2025-07,Golovinsky,SAO,288700,1203,19.5
2025-07,Donskoy,YuAO,380900,1587,19.5
2025-07,Metrogorodok,VAO,259800,1082,19.5
2025-07,Tagansky,CAO,542800,2262,19.5
2025-07,Brateyevo,YuAO,263400,1097,19.5
2025-07,Prospekt Vernadskogo,ZAO,467400,1947,19.5
2025-07,Troitsk,TAO,156600,652,19.5
2025-07,Khamovniki,CAO,746700,3111,19.5
2025-07,Otradnoye,SVAO,285500,1190,19.5
2025-07,Arbat,CAO,729500,3040,19.5
2025-07,Khoroshyovo-Mnyovniki,SZAO,376000,1567,19.5
2025-07,Sokolniki,VAO,342900,1429,19.5
2025-07,Lianozovo,SVAO,262000,1092,19.5
2025-07,Sokol,SAO,387200,1613,19.5
2025-07,Ramenki,ZAO,484200,2017,19.5
2025-07,Losinoostrovsky,SVAO,274500,1144,19.5
2025-07,Lomonosovsky,YuZAO,486600,2028,19.5
2025-07,Tverskoy,CAO,715500,2981,19.5
2025-07,Presnensky,CAO,702000,2925,19.5
2025-07,Meshchansky,CAO,566100,2359,19.5
2025-07,Chertanovo Yuzhnoye,YuAO,242400,1010,19.5
2025-07,Strogino,SZAO,402800,1679,19.5
2025-07,Chertanovo Tsentralnoye,YuAO,269100,1121,19.5
2025-07,Khovrino,SAO,259400,1081,19.5
2025-07,Mozhaysky,ZAO,351800,1466,19.5
2025-07,Fili-Davydkovo,ZAO,418500,1744,19.5
2025-07,Shchukino,SZAO,403300,1680,19.5
2025-07,Kosino-Ukhtomsky,VAO,247300,1030,19.5
2025-07,Kievsky,TAO,106300,443,19.5
2025-07,Danilovsky,YuAO,362800,1512,19.5
2025-07,Moskovsky,NAO,226000,942,19.5
2025-07,Mosrentgen,NAO,223200,930,19.5
2025-07,Alekseevsky,SVAO,337800,1407,19.5
2025-07,Orekhovo-Borisovo Severnoye,YuAO,251600,1048,19.5
2025-07,Yuzhnoye Tushino,SZAO,349200,1455,19.5
2025-07,Khoroshyovsky,SAO,429300,1789,19.5
2025-07,Dmitrovsky,SAO,259200,1080,19.5
2025-07,Novofyodorovskoye,TAO,105500,439,19.5
2025-07,Severnoye Butovo,YuZAO,325100,1355,19.5
2025-07,Krylatskoye,SZAO,441400,1839,19.5
2025-07,Mikhaylovo-Yartsevskoye,TAO,116300,485,19.5
2025-07,Yaroslavsky,SVAO,262100,1092,19.5
2025-07,Vostochnoye Izmaylovo,VAO,285200,1188,19.5
2025-07,Kuntsevo,ZAO,393300,1639,19.5
2025-07,Severny,SVAO,245400,1022,19.5
2025-07,Izmaylovo,VAO,299200,1247,19.5
2025-07,Timiryazevsky,SAO,334800,1395,19.5
2025-07,Nagatino-Sadovniki,YuAO,309700,1290,19.5
2025-07,Voykovsky,SAO,321400,1339,19.5
2025-07,Konkovo,YuZAO,368100,1534,19.5
2025-07,Aeroport,SAO,358900,1496,19.5
2025-07,Voskresenskoye,NAO,211400,881,19.5
2025-07,Novokosino,VAO,261300,1089,19.5
2025-07,Butyrsky,SVAO,331700,1382,19.5
2025-07,Golyanovo,VAO,262000,1092,19.5
2025-07,Troparyovo-Nikulino,ZAO,411800,1716,19.5
2025-07,Babushkinsky,SVAO,273200,1138,19.5
2025-07,Molzhaninovsky,SAO,228000,950,19.5
2025-07,Biryulyovo Zapadnoye,YuAO,241100,1005,19.5
2025-07,Bogorodskoye,VAO,283100,1180,19.5
2025-07,Kokoshkino,NAO,179000,746,19.5
2025-07,Krasnoselsky,CAO,515700,2149,19.5
2025-07,Dorogomilovo,ZAO,547800,2283,19.5
2025-07,Moskvorechye-Saburovo,YuAO,268700,1120,19.5
2025-07,Kurkino,SZAO,377700,1574,19.5
2025-07,Shcherbinka,NAO,207500,865,19.5
2025-07,Vnukovskoye,NAO,224100,934,19.5
2025-07,Vostochny,VAO,239400,997,19.5
2025-07,Pokrovskoye-Streshnevo,SZAO,368000,1534,19.5
2025-07,Preobrazhenskoye,VAO,303700,1266,19.5
2025-07,Yakimanka,CAO,658900,2745,19.5
2025-07,Chertanovo Severnoye,YuAO,283600,1182,19.5
2025-07,Gagarinsky,YuZAO,499600,2082,19.5
2025-07,Vnukovo,ZAO,293000,1221,19.5
2025-07,Desyonovskoye,NAO,217000,904,19.5
2025-07,Perovo,VAO,292800,1220,19.5
2025-07,Novo-Peredelkino,ZAO,294200,1226,19.5
2025-07,Tsaritsyno,YuAO,278700,1161,19.5
2025-07,Bibirevo,SVAO,274200,1143,19.5
2025-07,Nagatinsky Zaton,YuAO,334800,1395,19.5
2025-07,Begovoy,SAO,383800,1599,19.5
2025-07,Zamoskvorechye,CAO,611100,2546,19.5
2025-07,Cheryomushki,YuZAO,392600,1636,19.5
2025-07,Biryulyovo Vostochnoye,YuAO,247100,1030,19.5
2025-07,Filyovsky Park,ZAO,453000,1888,19.5
2025-07,Ochakovo-Matveyevskoye,ZAO,370600,1544,19.5
2025-07,Yuzhnoye Medvedkovo,SVAO,285900,1191,19.5
2025-07,Levoberezhny,SAO,283100,1180,19.5
2025-07,Maryina Roshcha,SVAO,351300,1464,19.5
2025-07,Koptevo,SAO,303200,1263,19.5
2025-07,Mitino,SZAO,320100,1334,19.5
2025-07,Zyuzino,YuZAO,377100,1571,19.5
2025-07,Sosenskoye,NAO,221600,923,19.5
2025-07,Filimonkovskoye,NAO,184000,767,19.5
2025-07,Pervomayskoye,TAO,124400,518,19.5
2025-07,Kotlovka,YuZAO,369400,1539,19.5
2025-07,Basmanny,CAO,588700,2453,19.5
2025-07,Zyablikovo,YuAO,247200,1030,19.5
2025-07,Sviblovo,SVAO,284000,1183,19.5
2025-07,Severnoye Medvedkovo,SVAO,279500,1165,19.5
2025-07,Altufyevsky,SVAO,257700,1074,19.5
2025-07,Marfino,SVAO,284600,1186,19.5
2025-07,Veshnyaki,VAO,248300,1035,19.5
2025-07,Akademichesky,YuZAO,427200,1780,19.5
2025-07,Solntsevo,ZAO,329000,1371,19.5
2025-07,Rogovskoye,TAO,116200,484,19.5
2025-07,Orekhovo-Borisovo Yuzhnoye,YuAO,248200,1034,19.5
2025-07,Zapadnoye Degunino,SAO,262100,1092,19.5
2025-07,Shchapovskoye,TAO,115300,480,19.5
2025-07,Rostokino,SVAO,284900,1187,19.5
2025-07,Beskudnikovsky,SAO,276700,1153,19.5
2025-07,Ivanovskoye,VAO,265300,1106,19.5
2025-07,Tyoply Stan,YuZAO,338200,1409,19.5
2025-07,Novogireyevo,VAO,289200,1205,19.5
2025-07,Ryazanovskoye,NAO,176000,734,19.5
2025-07,Savyolovsky,SAO,376600,1569,19.5
2025-07,Yuzhnoye Butovo,YuZAO,296400,1235,19.5
2025-07,Ostankinsky,SVAO,343900,1433,19.5
2025-07,Zelenograd,ZelAO,183700,765,19.5
2025-08,Yuzhnoye Medvedkovo,SVAO,283300,1181,19.5
2025-08,Sosenskoye,NAO,221900,925,19.5
2025-08,Vnukovo,ZAO,279200,1163,19.5
2025-08,Khamovniki,CAO,770000,3208,19.5
2025-08,Maryina Roshcha,SVAO,350000,1458,19.5
2025-08,Kuntsevo,ZAO,410800,1711,19.5
2025-08,Fili-Davydkovo,ZAO,409800,1707,19.5
2025-08,Sokolniki,VAO,355200,1480,19.5
2025-08,Krasnopakhorskoye,TAO,130300,543,19.5
2025-08,Ryazanovskoye,NAO,173800,724,19.5
2025-08,Dorogomilovo,ZAO,570900,2379,19.5
2025-08,Novofyodorovskoye,TAO,112200,467,19.5
2025-08,Nagorny,YuAO,316400,1318,19.5
2025-08,Pervomayskoye,TAO,122200,509,19.5
2025-08,Severnoye Medvedkovo,SVAO,284100,1184,19.5
2025-08,Sokolinaya Gora,VAO,279500,1165,19.5
2025-08,Donskoy,YuAO,381000,1588,19.5
2025-08,Voronovskoye,TAO,113500,473,19.5
2025-08,Biryulyovo Vostochnoye,YuAO,250100,1042,19.5
2025-08,Veshnyaki,VAO,261200,1088,19.5
2025-08,Brateyevo,YuAO,261500,1089,19.5
2025-08,Tsaritsyno,YuAO,271700,1132,19.5
2025-08,Begovoy,SAO,390100,1626,19.5
2025-08,Tagansky,CAO,558200,2326,19.5
2025-08,Novo-Peredelkino,ZAO,298800,1245,19.5
2025-08,Ramenki,ZAO,475800,1983,19.5
2025-08,Biryulyovo Zapadnoye,YuAO,247100,1030,19.5
2025-08,Bogorodskoye,VAO,290600,1211,19.5
2025-08,Orekhovo-Borisovo Severnoye,YuAO,252700,1053,19.5
2025-08,Filyovsky Park,ZAO,429100,1788,19.5
2025-08,Beskudnikovsky,SAO,286100,1192,19.5
2025-08,Tverskoy,CAO,704700,2936,19.5
2025-08,Prospekt Vernadskogo,ZAO,449800,1874,19.5
2025-08,Yasenevo,YuZAO,364600,1519,19.5
2025-08,Voykovsky,SAO,330000,1375,19.5
2025-08,Shcherbinka,NAO,205000,854,19.5
2025-08,Rostokino,SVAO,296800,1237,19.5
2025-08,Orekhovo-Borisovo Yuzhnoye,YuAO,256500,1069,19.5
2025-08,Ostankinsky,SVAO,348400,1452,19.5
2025-08,Mikhaylovo-Yartsevskoye,TAO,116900,487,19.5
2025-08,Yakimanka,CAO,703800,2932,19.5
2025-08,Otradnoye,SVAO,298800,1245,19.5
2025-08,Mosrentgen,NAO,225300,939,19.5
2025-08,Filimonkovskoye,NAO,192700,803,19.5
2025-08,Zamoskvorechye,CAO,653400,2722,19.5
2025-08,Krasnoselsky,CAO,541200,2255,19.5
2025-08,Chertanovo Severnoye,YuAO,280400,1169,19.5
2025-08,Aeroport,SAO,355100,1479,19.5
2025-08,Danilovsky,YuAO,353500,1473,19.5
2025-08,Shchapovskoye,TAO,114700,478,19.5
2025-08,Troparyovo-Nikulino,ZAO,431000,1796,19.5
2025-08,Losinoostrovsky,SVAO,274900,1145,19.5
2025-08,Marfino,SVAO,300500,1252,19.5
2025-08,Nagatino-Sadovniki,YuAO,306900,1279,19.5
2025-08,Yaroslavsky,SVAO,268100,1117,19.5
2025-08,Meshchansky,CAO,527300,2197,19.5
2025-08,Presnensky,CAO,663100,2763,19.5
2025-08,Solntsevo,ZAO,331500,1381,19.5
2025-08,Klyonovskoye,TAO,108300,451,19.5
2025-08,Chertanovo Tsentralnoye,YuAO,275200,1147,19.5
2025-08,Zyablikovo,YuAO,248300,1035,19.5
2025-08,Moskvorechye-Saburovo,YuAO,265500,1106,19.5
2025-08,Konkovo,YuZAO,353300,1472,19.5
2025-08,Marushkinskoye,NAO,170400,710,19.5
2025-08,Tyoply Stan,YuZAO,333700,1390,19.5
2025-08,Vnukovskoye,NAO,231700,965,19.5
2025-08,Pokrovskoye-Streshnevo,SZAO,362200,1509,19.5
2025-08,Lianozovo,SVAO,261800,1091,19.5
2025-08,Novogireyevo,VAO,284000,1183,19.5
2025-08,Troitsk,TAO,155600,648,19.5
2025-08,Savyolovsky,SAO,375400,1564,19.5
2025-08,Severnoye Izmaylovo,VAO,286600,1194,19.5
2025-08,Sviblovo,SVAO,293300,1222,19.5
2025-08,Molzhaninovsky,SAO,236200,984,19.5
2025-08,Altufyevsky,SVAO,257500,1073,19.5
2025-08,Zelenograd,ZelAO,178600,744,19.5
2025-08,Kotlovka,YuZAO,396200,1651,19.5
2025-08,Rogovskoye,TAO,108500,452,19.5
2025-08,Severny,SVAO,249800,1041,19.5
2025-08,Krylatskoye,SZAO,431200,1797,19.5
2025-08,Ivanovskoye,VAO,273500,1140,19.5
2025-08,Dmitrovsky,SAO,268100,1117,19.5
2025-08,Sokol,SAO,383900,1600,19.5
2025-08,Metrogorodok,VAO,261400,1089,19.5
2025-08,Severnoye Tushino,SZAO,344900,1437,19.5
2025-08,Levoberezhny,SAO,292400,1218,19.5
2025-08,Kurkino,SZAO,378100,1575,19.5
2025-08,Kokoshkino,NAO,183400,764,19.5
2025-08,Vostochny,VAO,241200,1005,19.5
2025-08,Koptevo,SAO,302700,1261,19.5
2025-08,Preobrazhenskoye,VAO,310300,1293,19.5
