YEAR_MONTH,DISTRICT,OKRUG,N_LISTINGS_SECONDARY,N_LISTINGS_RENTAL
2024-11,Zyablikovo,YuAO,145,113
2024-11,Savyolovsky,SAO,60,37
2024-11,Novokosino,VAO,129,44
2024-11,Koptevo,SAO,71,107
2024-11,Solntsevo,ZAO,75,63
2024-11,Filimonkovskoye,NAO,134,57
2024-11,Zamoskvorechye,CAO,168,97
2024-11,Nagatino-Sadovniki,YuAO,159,60
2024-11,Severnoye Medvedkovo,SVAO,93,75
2024-11,Izmaylovo,VAO,99,105
2024-11,Fili-Davydkovo,ZAO,36,108
2024-11,Lomonosovsky,YuZAO,105,89
2024-11,Kosino-Ukhtomsky,VAO,84,69
2024-11,Biryulyovo Zapadnoye,YuAO,26,40
2024-11,Meshchansky,CAO,54,93
2024-11,Chertanovo Severnoye,YuAO,135,107
2024-11,Yasenevo,YuZAO,39,19
2024-11,Sviblovo,SVAO,21,36
2024-11,Mosrentgen,NAO,189,76
2024-11,Rostokino,SVAO,185,115
2024-11,Ramenki,ZAO,99,106
2024-11,Severny,SVAO,179,72
2024-11,Yuzhnoye Tushino,SZAO,154,38
2024-11,Filyovsky Park,ZAO,158,57
2024-11,Maryina Roshcha,SVAO,45,108
2024-11,Losinoostrovsky,SVAO,158,118
2024-11,Golovinsky,SAO,42,62
2024-11,Sokolniki,VAO,126,80
2024-11,Kievsky,TAO,59,94
2024-11,Novo-Peredelkino,ZAO,59,111
2024-11,Khovrino,SAO,180,70
2024-11,Marfino,SVAO,128,71
2024-11,Tsaritsyno,YuAO,51,15
2024-11,Novofyodorovskoye,TAO,105,119
2024-11,Voronovskoye,TAO,79,113
2024-11,Strogino,SZAO,31,80
2024-11,Ryazanovskoye,NAO,31,80
2024-11,Donskoy,YuAO,84,72
2024-11,Lianozovo,SVAO,139,97
2024-11,Shchukino,SZAO,77,30
2024-11,Basmanny,CAO,34,86
2024-11,Aeroport,SAO,82,32
2024-11,Chertanovo Tsentralnoye,YuAO,163,39
2024-11,Severnoye Butovo,YuZAO,44,47
2024-11,Troparyovo-Nikulino,ZAO,164,12
2024-11,Voykovsky,SAO,112,42
2024-11,Alekseevsky,SVAO,180,73
2024-11,Beskudnikovsky,SAO,44,48
2024-11,Kuntsevo,ZAO,95,15
2024-11,Moskovsky,NAO,31,98
2024-11,Dorogomilovo,ZAO,184,92
2024-11,Chertanovo Yuzhnoye,YuAO,29,61
2024-11,Severnoye Tushino,SZAO,92,20
2024-11,Khoroshyovsky,SAO,40,60
2024-11,Sokol,SAO,154,72
2024-11,Mozhaysky,ZAO,120,64
2024-11,Dmitrovsky,SAO,120,35
2024-11,Nagorny,YuAO,61,52
2024-11,Severnoye Izmaylovo,VAO,21,85
2024-11,Zelenograd,ZelAO,57,102
2024-11,Vnukovo,ZAO,187,96
2024-11,Presnensky,CAO,153,38
2024-11,Pervomayskoye,TAO,43,54
2024-11,Bogorodskoye,VAO,166,32
2024-11,Ivanovskoye,VAO,184,113
2024-11,Khoroshyovo-Mnyovniki,SZAO,52,100
2024-11,Krylatskoye,SZAO,25,107
2024-11,Kotlovka,YuZAO,122,90
2024-11,Altufyevsky,SVAO,20,110
2024-11,Sosenskoye,NAO,111,41
2024-11,Orekhovo-Borisovo Severnoye,YuAO,108,102
2024-11,Brateyevo,YuAO,68,59
2024-11,Obruchevsky,YuZAO,175,115
2024-11,Shcherbinka,NAO,155,67
2024-11,Veshnyaki,VAO,161,27
2024-11,Arbat,CAO,165,61
2024-11,Vostochnoye Izmaylovo,VAO,137,12
2024-11,Tagansky,CAO,24,44
2024-11,Timiryazevsky,SAO,196,91
2024-11,Tverskoy,CAO,24,18
2024-11,Sokolinaya Gora,VAO,87,68
2024-11,Metrogorodok,VAO,44,45
2024-11,Biryulyovo Vostochnoye,YuAO,102,78
2024-12,Shchukino,SZAO,24,61
2024-12,Kievsky,TAO,89,52
2024-12,Begovoy,SAO,145,111
2024-12,Nagatinsky Zaton,YuAO,87,60
2024-12,Khamovniki,CAO,125,79
2024-12,Novofyodorovskoye,TAO,105,83
2024-12,Khoroshyovo-Mnyovniki,SZAO,30,73
2024-12,Alekseevsky,SVAO,37,58
2024-12,Golyanovo,VAO,153,104
2024-12,Voskresenskoye,NAO,40,67
2024-12,Khoroshyovsky,SAO,118,79
2024-12,Izmaylovo,VAO,186,59
2024-12,Kosino-Ukhtomsky,VAO,162,96
2024-12,Bibirevo,SVAO,157,86
2024-12,Obruchevsky,YuZAO,140,69
2024-12,Nagatino-Sadovniki,YuAO,178,41
2024-12,Tagansky,CAO,93,117
2024-12,Yuzhnoye Medvedkovo,SVAO,29,108
2024-12,Klyonovskoye,TAO,55,24
2024-12,Severnoye Tushino,SZAO,110,112
2024-12,Mozhaysky,ZAO,127,47
2024-12,Nagorny,YuAO,107,84
2024-12,Orekhovo-Borisovo Severnoye,YuAO,198,116
2024-12,Rogovskoye,TAO,123,57
2024-12,Altufyevsky,SVAO,60,49
2024-12,Savyolovsky,SAO,191,87
2024-12,Babushkinsky,SVAO,140,82
2024-12,Timiryazevsky,SAO,60,77
2024-12,Metrogorodok,VAO,22,45
2024-12,Yuzhnoye Tushino,SZAO,118,112
2024-12,Tverskoy,CAO,88,97
2024-12,Novogireyevo,VAO,187,81
2024-12,Sokol,SAO,161,62
2024-12,Zelenograd,ZelAO,21,71
2024-12,Ivanovskoye,VAO,26,107
2024-12,Otradnoye,SVAO,106,74
2024-12,Tyoply Stan,YuZAO,81,105
2024-12,Kotlovka,YuZAO,164,10
2024-12,Mikhaylovo-Yartsevskoye,TAO,152,38
2024-12,Kuntsevo,ZAO,173,103
2024-12,Khovrino,SAO,87,28
2024-12,Moskvorechye-Saburovo,YuAO,102,16
2024-12,Strogino,SZAO,31,38
2024-12,Donskoy,YuAO,193,97
2024-12,Voronovskoye,TAO,168,25
2024-12,Molzhaninovsky,SAO,184,65
2024-12,Severnoye Butovo,YuZAO,143,77
2024-12,Arbat,CAO,105,17
2024-12,Danilovsky,YuAO,156,48
2024-12,Novokosino,VAO,174,20
2024-12,Konkovo,YuZAO,155,36
2024-12,Yaroslavsky,SVAO,141,20
2024-12,Lomonosovsky,YuZAO,108,15
2024-12,Meshchansky,CAO,75,76
2024-12,Pokrovskoye-Streshnevo,SZAO,141,41
2024-12,Rostokino,SVAO,169,91
2024-12,Sviblovo,SVAO,45,16
2024-12,Vnukovskoye,NAO,183,38
2024-12,Ramenki,ZAO,113,89
2024-12,Orekhovo-Borisovo Yuzhnoye,YuAO,49,63
2024-12,Preobrazhenskoye,VAO,31,16
2024-12,Basmanny,CAO,50,113
2024-12,Lianozovo,SVAO,99,91
2024-12,Kokoshkino,NAO,169,83
2024-12,Sokolniki,VAO,69,23
2024-12,Ryazanovskoye,NAO,72,42
2024-12,Marushkinskoye,NAO,154,108
2024-12,Losinoostrovsky,SVAO,45,46
2024-12,Zamoskvorechye,CAO,121,102
2024-12,Aeroport,SAO,86,60
2024-12,Ochakovo-Matveyevskoye,ZAO,147,99
2024-12,Golovinsky,SAO,187,79
2024-12,Marfino,SVAO,104,62
2024-12,Dorogomilovo,ZAO,54,108
2024-12,Severnoye Izmaylovo,VAO,180,79
2024-12,Tsaritsyno,YuAO,187,58
2024-12,Butyrsky,SVAO,92,23
2024-12,Novo-Peredelkino,ZAO,100,35
2024-12,Gagarinsky,YuZAO,75,71
2024-12,Fili-Davydkovo,ZAO,62,102
2024-12,Zapadnoye Degunino,SAO,112,43
2024-12,Mosrentgen,NAO,157,78
2024-12,Prospekt Vernadskogo,ZAO,25,89
2024-12,Yuzhnoye Butovo,YuZAO,49,109
2024-12,Yakimanka,CAO,43,22
2024-12,Vostochny,VAO,109,76
2024-12,Biryulyovo Zapadnoye,YuAO,140,53
2024-12,Chertanovo Tsentralnoye,YuAO,100,70
2024-12,Zyablikovo,YuAO,71,72
2024-12,Brateyevo,YuAO,67,62
2024-12,Yasenevo,YuZAO,26,56
2024-12,Severnoye Medvedkovo,SVAO,59,66
2024-12,Akademichesky,YuZAO,102,117
2024-12,Voykovsky,SAO,105,103
2024-12,Severny,SVAO,184,61
2024-12,Krasnoselsky,CAO,144,75
2024-12,Kurkino,SZAO,99,106
2024-12,Troparyovo-Nikulino,ZAO,99,23
2024-12,Ostankinsky,SVAO,181,82
2024-12,Bogorodskoye,VAO,78,103
2024-12,Desyonovskoye,NAO,120,102
2024-12,Biryulyovo Vostochnoye,YuAO,50,12
2024-12,Sokolinaya Gora,VAO,138,92
2024-12,Presnensky,CAO,120,71
2024-12,Perovo,VAO,137,70
2024-12,Krasnopakhorskoye,TAO,137,68
2024-12,Filyovsky Park,ZAO,44,95
2024-12,Cheryomushki,YuZAO,113,78
2024-12,Chertanovo Severnoye,YuAO,163,28
2024-12,Maryina Roshcha,SVAO,39,80
2024-12,Shchapovskoye,TAO,130,34
2024-12,Levoberezhny,SAO,80,49
2024-12,Veshnyaki,VAO,39,49
2024-12,Mitino,SZAO,73,88
2024-12,Sosenskoye,NAO,118,100
2024-12,Moskovsky,NAO,87,111
2024-12,Pervomayskoye,TAO,38,113
2024-12,Shcherbinka,NAO,70,99
2024-12,Vostochnoye Izmaylovo,VAO,176,29
2024-12,Chertanovo Yuzhnoye,YuAO,81,119
2024-12,Beskudnikovsky,SAO,87,58
2024-12,Vnukovo,ZAO,25,108
2024-12,Zyuzino,YuZAO,97,80
2024-12,Dmitrovsky,SAO,56,95
2024-12,Troitsk,TAO,31,68
2024-12,Solntsevo,ZAO,39,55
2024-12,Koptevo,SAO,140,90
2024-12,Filimonkovskoye,NAO,161,64
2024-12,Krylatskoye,SZAO,51,106
2025-01,Basmanny,CAO,174,30
2025-01,Severnoye Tushino,SZAO,56,112
2025-01,Pervomayskoye,TAO,172,67
2025-01,Metrogorodok,VAO,124,40
2025-01,Nagorny,YuAO,143,23
2025-01,Sokol,SAO,41,51
2025-01,Klyonovskoye,TAO,152,29
2025-01,Nagatinsky Zaton,YuAO,133,108
2025-01,Sviblovo,SVAO,153,67
2025-01,Shcherbinka,NAO,64,88
2025-01,Krasnoselsky,CAO,161,70
2025-01,Severnoye Medvedkovo,SVAO,138,26
2025-01,Mozhaysky,ZAO,140,54
2025-01,Losinoostrovsky,SVAO,33,51
2025-01,Ramenki,ZAO,132,33
2025-01,Sokolinaya Gora,VAO,94,43
2025-01,Severny,SVAO,166,113
2025-01,Vostochnoye Izmaylovo,VAO,194,114
2025-01,Golovinsky,SAO,194,73
2025-01,Chertanovo Yuzhnoye,YuAO,83,58
2025-01,Altufyevsky,SVAO,102,59
2025-01,Yuzhnoye Tushino,SZAO,188,48
2025-01,Voronovskoye,TAO,171,102
2025-01,Kievsky,TAO,159,25
2025-01,Meshchansky,CAO,32,12
2025-01,Beskudnikovsky,SAO,125,32
2025-01,Novofyodorovskoye,TAO,129,16
2025-01,Alekseevsky,SVAO,192,113
2025-01,Filimonkovskoye,NAO,138,87
2025-01,Tagansky,CAO,162,113
2025-01,Novo-Peredelkino,ZAO,81,16
2025-01,Izmaylovo,VAO,90,68
2025-01,Kosino-Ukhtomsky,VAO,152,86
2025-01,Chertanovo Severnoye,YuAO,21,63
2025-01,Filyovsky Park,ZAO,51,11
2025-01,Shchukino,SZAO,98,82
2025-01,Maryina Roshcha,SVAO,126,103
2025-01,Nagatino-Sadovniki,YuAO,196,114
2025-01,Veshnyaki,VAO,107,90
2025-01,Obruchevsky,YuZAO,118,28
2025-01,Sosenskoye,NAO,97,99
2025-01,Biryulyovo Vostochnoye,YuAO,198,34
2025-01,Khoroshyovsky,SAO,192,58
2025-01,Khoroshyovo-Mnyovniki,SZAO,181,12
2025-01,Vnukovo,ZAO,192,87
2025-01,Begovoy,SAO,180,81
2025-01,Kuntsevo,ZAO,119,14
2025-01,Rostokino,SVAO,47,40
2025-01,Mosrentgen,NAO,138,95
2025-01,Chertanovo Tsentralnoye,YuAO,124,50
2025-01,Lomonosovsky,YuZAO,139,55
2025-01,Timiryazevsky,SAO,108,99
2025-01,Fili-Davydkovo,ZAO,101,58
2025-01,Yasenevo,YuZAO,38,41
2025-01,Voykovsky,SAO,84,31
2025-01,Severnoye Butovo,YuZAO,115,34
2025-01,Troparyovo-Nikulino,ZAO,72,42
2025-01,Biryulyovo Zapadnoye,YuAO,132,19
2025-01,Arbat,CAO,118,60
2025-01,Aeroport,SAO,66,58
2025-01,Donskoy,YuAO,146,23
2025-01,Sokolniki,VAO,54,30
2025-01,Ryazanovskoye,NAO,60,61
2025-01,Strogino,SZAO,128,113
2025-01,Zamoskvorechye,CAO,77,31
2025-01,Marfino,SVAO,85,16
2025-01,Khovrino,SAO,125,13
2025-01,Tsaritsyno,YuAO,135,65
2025-01,Perovo,VAO,100,46
2025-01,Dorogomilovo,ZAO,34,16
2025-01,Novokosino,VAO,35,98
2025-01,Zyablikovo,YuAO,31,41
2025-01,Rogovskoye,TAO,162,14
2025-01,Vostochny,VAO,94,71
2025-01,Desyonovskoye,NAO,71,43
2025-01,Savyolovsky,SAO,51,105
2025-01,Golyanovo,VAO,35,80
2025-01,Novogireyevo,VAO,111,20
2025-01,Vnukovskoye,NAO,68,91
2025-01,Babushkinsky,SVAO,184,56
2025-01,Cheryomushki,YuZAO,98,86
2025-01,Zapadnoye Degunino,SAO,41,82
2025-01,Krasnopakhorskoye,TAO,159,14
2025-01,Yuzhnoye Butovo,YuZAO,23,33
2025-01,Otradnoye,SVAO,20,79
2025-01,Tyoply Stan,YuZAO,133,14
2025-01,Yuzhnoye Medvedkovo,SVAO,75,102
2025-01,Orekhovo-Borisovo Severnoye,YuAO,29,107
2025-01,Molzhaninovsky,SAO,158,53
2025-01,Brateyevo,YuAO,60,20
2025-01,Butyrsky,SVAO,83,17
2025-01,Gagarinsky,YuZAO,129,116
2025-01,Shchapovskoye,TAO,126,55
2025-01,Ochakovo-Matveyevskoye,ZAO,104,12
2025-01,Konkovo,YuZAO,23,116
2025-01,Solntsevo,ZAO,144,88
2025-01,Yakimanka,CAO,175,73
2025-01,Troitsk,TAO,167,104
2025-01,Yaroslavsky,SVAO,60,71
2025-01,Orekhovo-Borisovo Yuzhnoye,YuAO,43,51
2025-01,Kokoshkino,NAO,31,63
2025-01,Koptevo,SAO,168,83
2025-01,Pokrovskoye-Streshnevo,SZAO,137,51
2025-01,Preobrazhenskoye,VAO,51,103
2025-01,Kurkino,SZAO,21,25
2025-01,Kotlovka,YuZAO,64,48
2025-01,Tverskoy,CAO,27,64
2025-01,Presnensky,CAO,47,88
2025-01,Zyuzino,YuZAO,165,11
2025-01,Moskvorechye-Saburovo,YuAO,192,52
2025-01,Moskovsky,NAO,66,59
2025-01,Bogorodskoye,VAO,23,99
2025-01,Zelenograd,ZelAO,140,19
2025-01,Ivanovskoye,VAO,74,91
2025-01,Krylatskoye,SZAO,61,16
2025-01,Danilovsky,YuAO,57,48
2025-01,Dmitrovsky,SAO,121,52
2025-01,Levoberezhny,SAO,133,106
2025-01,Voskresenskoye,NAO,82,42
2025-01,Severnoye Izmaylovo,VAO,172,47
2025-01,Prospekt Vernadskogo,ZAO,96,113
2025-01,Marushkinskoye,NAO,115,98
2025-01,Ostankinsky,SVAO,50,16
2025-01,Mikhaylovo-Yartsevskoye,TAO,72,79
2025-01,Akademichesky,YuZAO,95,56
2025-01,Bibirevo,SVAO,42,60
2025-01,Mitino,SZAO,105,57
2025-01,Lianozovo,SVAO,78,110
2025-01,Khamovniki,CAO,56,71
2025-02,Gagarinsky,YuZAO,130,90
2025-02,Khoroshyovo-Mnyovniki,SZAO,112,91
2025-02,Krasnopakhorskoye,TAO,20,30
2025-02,Filimonkovskoye,NAO,117,43
2025-02,Brateyevo,YuAO,96,19
2025-02,Zyuzino,YuZAO,140,40
2025-02,Novofyodorovskoye,TAO,183,52
2025-02,Tagansky,CAO,68,63
2025-02,Begovoy,SAO,25,88
2025-02,Nagatinsky Zaton,YuAO,59,69
2025-02,Beskudnikovsky,SAO,26,109
2025-02,Zamoskvorechye,CAO,172,102
2025-02,Chertanovo Yuzhnoye,YuAO,160,62
2025-02,Novo-Peredelkino,ZAO,112,105
2025-02,Khamovniki,CAO,27,103
2025-02,Perovo,VAO,94,20
2025-02,Khovrino,SAO,124,45
2025-02,Sosenskoye,NAO,157,57
2025-02,Desyonovskoye,NAO,151,112
2025-02,Voskresenskoye,NAO,138,118
2025-02,Novokosino,VAO,196,12
2025-02,Chertanovo Severnoye,YuAO,102,68
2025-02,Biryulyovo Vostochnoye,YuAO,49,16
2025-02,Khoroshyovsky,SAO,70,64
2025-02,Koptevo,SAO,75,94
2025-02,Levoberezhny,SAO,166,34
2025-02,Kievsky,TAO,90,60
2025-02,Zelenograd,ZelAO,46,24
2025-02,Kosino-Ukhtomsky,VAO,174,100
2025-02,Obruchevsky,YuZAO,99,103
2025-02,Nagorny,YuAO,23,79
2025-02,Dmitrovsky,SAO,29,116
2025-02,Zapadnoye Degunino,SAO,22,107
2025-02,Yakimanka,CAO,160,106
2025-02,Sviblovo,SVAO,125,77
2025-02,Akademichesky,YuZAO,23,60
2025-02,Biryulyovo Zapadnoye,YuAO,154,28
2025-02,Pervomayskoye,TAO,112,80
2025-02,Sokolinaya Gora,VAO,41,25
2025-02,Severnoye Medvedkovo,SVAO,120,36
2025-02,Mikhaylovo-Yartsevskoye,TAO,134,71
2025-02,Marushkinskoye,NAO,115,107
2025-02,Golovinsky,SAO,140,32
2025-02,Severnoye Izmaylovo,VAO,114,68
2025-02,Mosrentgen,NAO,119,93
2025-02,Yuzhnoye Tushino,SZAO,198,84
2025-02,Voronovskoye,TAO,127,42
2025-02,Kotlovka,YuZAO,55,95
2025-02,Danilovsky,YuAO,36,95
2025-02,Severny,SVAO,54,82
2025-02,Metrogorodok,VAO,148,68
2025-02,Shcherbinka,NAO,89,103
2025-02,Sokol,SAO,90,43
2025-02,Tverskoy,CAO,194,103
2025-02,Moskovsky,NAO,69,116
2025-02,Presnensky,CAO,119,75
2025-02,Arbat,CAO,59,44
2025-02,Shchukino,SZAO,35,19
2025-02,Tsaritsyno,YuAO,37,112
2025-02,Ochakovo-Matveyevskoye,ZAO,165,77
2025-02,Shchapovskoye,TAO,72,52
2025-02,Donskoy,YuAO,147,86
2025-02,Konkovo,YuZAO,120,78
2025-02,Ryazanovskoye,NAO,30,42
2025-02,Orekhovo-Borisovo Severnoye,YuAO,26,45
2025-02,Sokolniki,VAO,163,53
2025-02,Orekhovo-Borisovo Yuzhnoye,YuAO,105,13
2025-02,Aeroport,SAO,130,16
2025-02,Molzhaninovsky,SAO,166,93
2025-02,Kokoshkino,NAO,187,73
2025-02,Vnukovskoye,NAO,189,102
2025-02,Preobrazhenskoye,VAO,112,15
2025-02,Zyablikovo,YuAO,112,103
2025-02,Voykovsky,SAO,104,60
2025-02,Rogovskoye,TAO,100,119
2025-02,Timiryazevsky,SAO,76,53
2025-02,Lomonosovsky,YuZAO,29,45
2025-02,Savyolovsky,SAO,196,60
2025-02,Novogireyevo,VAO,23,86
2025-02,Chertanovo Tsentralnoye,YuAO,127,81
2025-02,Bogorodskoye,VAO,163,112
2025-02,Severnoye Butovo,YuZAO,75,106
2025-02,Bibirevo,SVAO,101,113
2025-02,Vostochnoye Izmaylovo,VAO,159,91
2025-02,Golyanovo,VAO,153,80
2025-02,Mozhaysky,ZAO,128,35
2025-02,Strogino,SZAO,196,78
2025-02,Filyovsky Park,ZAO,62,44
2025-02,Klyonovskoye,TAO,179,53
2025-02,Severnoye Tushino,SZAO,89,51
2025-02,Lianozovo,SVAO,74,16
2025-02,Krasnoselsky,CAO,146,79
2025-02,Ivanovskoye,VAO,159,108
2025-02,Pokrovskoye-Streshnevo,SZAO,183,117
2025-02,Kuntsevo,ZAO,188,15
2025-02,Rostokino,SVAO,51,34
2025-02,Troparyovo-Nikulino,ZAO,125,108
2025-02,Basmanny,CAO,35,115
2025-02,Ostankinsky,SVAO,49,27
2025-02,Yuzhnoye Butovo,YuZAO,97,81
2025-02,Kurkino,SZAO,175,10
2025-02,Solntsevo,ZAO,98,86
2025-02,Marfino,SVAO,123,66
2025-02,Izmaylovo,VAO,83,17
2025-02,Dorogomilovo,ZAO,54,116
2025-02,Vostochny,VAO,117,79
2025-02,Meshchansky,CAO,93,81
2025-02,Tyoply Stan,YuZAO,23,85
2025-02,Babushkinsky,SVAO,132,31
2025-02,Ramenki,ZAO,197,47
2025-02,Alekseevsky,SVAO,102,38
2025-02,Krylatskoye,SZAO,192,10
2025-02,Cheryomushki,YuZAO,97,42
2025-02,Fili-Davydkovo,ZAO,45,48
2025-02,Troitsk,TAO,23,33
2025-02,Altufyevsky,SVAO,22,12
2025-02,Losinoostrovsky,SVAO,186,87
2025-02,Yuzhnoye Medvedkovo,SVAO,47,105
2025-02,Moskvorechye-Saburovo,YuAO,166,106
2025-02,Yaroslavsky,SVAO,109,30
2025-02,Mitino,SZAO,176,85
2025-02,Otradnoye,SVAO,39,113
2025-02,Vnukovo,ZAO,64,12
2025-02,Maryina Roshcha,SVAO,145,40
2025-02,Nagatino-Sadovniki,YuAO,149,15
2025-02,Prospekt Vernadskogo,ZAO,68,92
2025-02,Veshnyaki,VAO,127,100
2025-02,Yasenevo,YuZAO,83,106
2025-02,Butyrsky,SVAO,191,72
2025-03,Brateyevo,YuAO,91,65
2025-03,Dmitrovsky,SAO,195,25
2025-03,Dorogomilovo,ZAO,34,15
2025-03,Otradnoye,SVAO,112,71
2025-03,Akademichesky,YuZAO,89,68
2025-03,Mikhaylovo-Yartsevskoye,TAO,36,101
2025-03,Krylatskoye,SZAO,150,114
2025-03,Timiryazevsky,SAO,130,41
2025-03,Solntsevo,ZAO,74,103
2025-03,Lomonosovsky,YuZAO,68,34
2025-03,Marfino,SVAO,47,68
2025-03,Zamoskvorechye,CAO,50,15
2025-03,Zapadnoye Degunino,SAO,24,21
2025-03,Yasenevo,YuZAO,42,48
2025-03,Severnoye Tushino,SZAO,44,32
2025-03,Donskoy,YuAO,24,43
2025-03,Voykovsky,SAO,36,52
2025-03,Yuzhnoye Tushino,SZAO,24,117
2025-03,Severnoye Izmaylovo,VAO,114,83
2025-03,Metrogorodok,VAO,161,73
2025-03,Sokolniki,VAO,64,28
2025-03,Khamovniki,CAO,50,58
2025-03,Ryazanovskoye,NAO,65,50
2025-03,Vnukovskoye,NAO,155,72
2025-03,Sokol,SAO,191,115
2025-03,Altufyevsky,SVAO,106,105
2025-03,Sviblovo,SVAO,36,107
2025-03,Marushkinskoye,NAO,94,62
2025-03,Krasnopakhorskoye,TAO,43,92
2025-03,Lianozovo,SVAO,72,96
2025-03,Orekhovo-Borisovo Severnoye,YuAO,24,44
2025-03,Voronovskoye,TAO,97,78
2025-03,Yaroslavsky,SVAO,101,30
2025-03,Kotlovka,YuZAO,64,21
2025-03,Ivanovskoye,VAO,131,94
2025-03,Zelenograd,ZelAO,22,73
2025-03,Yuzhnoye Butovo,YuZAO,170,56
2025-03,Koptevo,SAO,178,71
2025-03,Troitsk,TAO,80,19
2025-03,Novokosino,VAO,161,94
2025-03,Ochakovo-Matveyevskoye,ZAO,166,39
2025-03,Aeroport,SAO,161,32
2025-03,Golyanovo,VAO,119,20
2025-03,Bibirevo,SVAO,197,18
2025-03,Voskresenskoye,NAO,138,29
2025-03,Butyrsky,SVAO,179,70
2025-03,Veshnyaki,VAO,111,94
2025-03,Sosenskoye,NAO,102,86
2025-03,Gagarinsky,YuZAO,40,108
2025-03,Tsaritsyno,YuAO,143,47
2025-03,Moskvorechye-Saburovo,YuAO,178,67
2025-03,Troparyovo-Nikulino,ZAO,130,12
2025-03,Zyuzino,YuZAO,141,106
2025-03,Filimonkovskoye,NAO,165,115
2025-03,Nagatinsky Zaton,YuAO,28,42
2025-03,Biryulyovo Vostochnoye,YuAO,143,19
2025-03,Levoberezhny,SAO,152,60
2025-03,Mitino,SZAO,124,24
2025-03,Yuzhnoye Medvedkovo,SVAO,124,73
2025-03,Maryina Roshcha,SVAO,61,111
2025-03,Cheryomushki,YuZAO,30,52
2025-03,Perovo,VAO,50,52
2025-03,Begovoy,SAO,134,35
2025-03,Vnukovo,ZAO,137,82
2025-03,Desyonovskoye,NAO,89,38
2025-03,Chertanovo Severnoye,YuAO,164,110
2025-03,Babushkinsky,SVAO,82,53
2025-03,Novogireyevo,VAO,156,91
2025-03,Orekhovo-Borisovo Yuzhnoye,YuAO,123,83
2025-03,Savyolovsky,SAO,77,64
2025-03,Vostochny,VAO,104,51
2025-03,Yakimanka,CAO,100,87
2025-03,Rogovskoye,TAO,36,23
2025-03,Beskudnikovsky,SAO,48,66
2025-03,Preobrazhenskoye,VAO,195,42
2025-03,Sokolinaya Gora,VAO,146,76
2025-03,Kurkino,SZAO,150,48
2025-03,Ostankinsky,SVAO,159,23
2025-03,Pokrovskoye-Streshnevo,SZAO,157,68
2025-03,Tyoply Stan,YuZAO,35,24
2025-03,Shcherbinka,NAO,77,100
2025-03,Bogorodskoye,VAO,92,85
2025-03,Konkovo,YuZAO,49,27
2025-03,Severnoye Medvedkovo,SVAO,88,95
2025-03,Krasnoselsky,CAO,177,10
2025-03,Pervomayskoye,TAO,135,116
2025-03,Kokoshkino,NAO,75,118
2025-03,Filyovsky Park,ZAO,147,41
2025-03,Biryulyovo Zapadnoye,YuAO,185,108
2025-03,Klyonovskoye,TAO,50,64
2025-03,Novo-Peredelkino,ZAO,54,46
2025-03,Molzhaninovsky,SAO,125,30
2025-03,Khoroshyovo-Mnyovniki,SZAO,197,79
2025-03,Alekseevsky,SVAO,80,63
2025-03,Kievsky,TAO,137,24
2025-03,Shchukino,SZAO,150,51
2025-03,Ramenki,ZAO,111,108
2025-03,Golovinsky,SAO,76,76
2025-03,Moskovsky,NAO,68,31
2025-03,Prospekt Vernadskogo,ZAO,187,30
2025-03,Strogino,SZAO,21,104
2025-03,Shchapovskoye,TAO,71,67
2025-03,Khoroshyovsky,SAO,159,30
2025-03,Zyablikovo,YuAO,28,110
2025-03,Arbat,CAO,115,111
2025-03,Mozhaysky,ZAO,125,13
2025-03,Losinoostrovsky,SVAO,180,71
2025-03,Severnoye Butovo,YuZAO,178,110
2025-03,Tverskoy,CAO,57,43
2025-03,Danilovsky,YuAO,40,60
2025-03,Rostokino,SVAO,25,63
2025-03,Presnensky,CAO,146,36
2025-03,Mosrentgen,NAO,192,26
2025-03,Nagorny,YuAO,121,24
2025-03,Kosino-Ukhtomsky,VAO,199,106
2025-03,Izmaylovo,VAO,89,102
2025-03,Obruchevsky,YuZAO,47,107
2025-03,Vostochnoye Izmaylovo,VAO,159,97
2025-03,Chertanovo Yuzhnoye,YuAO,147,78
2025-03,Khovrino,SAO,170,89
2025-03,Kuntsevo,ZAO,169,104
2025-03,Meshchansky,CAO,125,84
2025-03,Severny,SVAO,133,100
2025-03,Novofyodorovskoye,TAO,45,114
2025-03,Basmanny,CAO,58,59
2025-03,Tagansky,CAO,64,77
2025-03,Nagatino-Sadovniki,YuAO,101,24
2025-03,Chertanovo Tsentralnoye,YuAO,134,16
2025-03,Fili-Davydkovo,ZAO,192,119
2025-04,Nagorny,YuAO,81,112
2025-04,Shchapovskoye,TAO,100,101
2025-04,Novogireyevo,VAO,120,103
2025-04,Bibirevo,SVAO,147,59
2025-04,Rogovskoye,TAO,181,80
2025-04,Dmitrovsky,SAO,115,50
2025-04,Orekhovo-Borisovo Yuzhnoye,YuAO,124,119
2025-04,Presnensky,CAO,192,46
2025-04,Rostokino,SVAO,32,57
2025-04,Golyanovo,VAO,181,56
2025-04,Savyolovsky,SAO,36,101
2025-04,Babushkinsky,SVAO,40,105
2025-04,Aeroport,SAO,68,36
2025-04,Ochakovo-Matveyevskoye,ZAO,196,71
2025-04,Vostochny,VAO,151,66
2025-04,Kosino-Ukhtomsky,VAO,116,29
2025-04,Novokosino,VAO,169,82
